ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
973,1,貨物稅條例增訂第十二條之七條文草案,2020/5/29,2020/5/29,交付審查,0,0,0,0,邱志偉,高嘉瑜,李昆澤,莊瑞雄,,,,,,,,,,,,,,,,,,何志偉,陳秀寳,賴惠員,蔡易餘,王美惠,陳歐珀,陳瑩,林宜瑾,林岱樺,林俊憲,江永昌,趙正宇,許智傑,黃秀芳,羅美玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貨物稅條例增訂第十二條之七條文草案,本院委員邱志偉、林宜瑾、李昆澤、蘇震清、許智傑、何志偉等 19 人，鑒於現行高級中等教育法第三十二條僅規範「公立」高級中等學校教師之每週授課節數，其未涵括私立學校教師。參照教師待遇條例第五條之規定，依法取得教師資格及編制內之專任教師，不論其受聘於公立學校或已立案之私立學校者，皆受教師待遇條例之規範。是以，任教於私立學校之教師，恐因學校之安排，提高教師之每週授課鐘點，減少學校教師足夠員額之聘任，現況任教於私立學校之教師，甚或有每週授課時數高達二十六節之情況。此非但漠視教師之勞動條件，更可謂影響學生受教權益至鉅。為導正私立學校對學校教師每週授課節數之規範能同公立學校教師，爰提出「高級中等教育法第三十二條條文修正草案」。是否有當？敬請公決。 
1017,1,高級中等教育法第三十二條條文修正草案,2020/5/29,2021/5/11,三讀,1,1,1,1,陳椒華,邱顯智,王婉諭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高級中等教育法第三十二條條文修正草案,本院時代力量黨團，鑑於《高級中學法施行細則》廢止後，私立高中職得自訂基本授課節數，致使部分私校教師每週基本授課高達 23 節以上，且有向上調增趨勢，已超出維持教學品質之合理範圍，加之部分私校要求教師必須負擔教學以外的行政工作，諸多不公平待遇已對私校教師造成嚴重剝削，也影響教育品質。《教師待遇條例》既然不分公私立學校一體適用，公私立學校教師的工作內容與授課時數也應相同。為維護私校教師權益，爰提案修改「高級中等教育法第三十二條」，刪除「公立」二字，修改為「高級中等學校專任教師、合聘教師、專業及技術教師、兼任導師或行政職務者，其每週教學節數之標準，由各該主管機關定之」。是否有當？敬請公決。 
1124,2,公立學校教職員退休資遣撫卹條例第八條條文修正草案,2020/9/25,2021/12/28,三讀,1,1,1,0,張廖萬堅,伍麗華,林宜瑾,,,,,,,,,,,,,,,,,,,陳亭妃,許智傑,周春米,范雲,陳瑩,蘇巧慧,沈發惠,黃世杰,賴惠員,吳玉琴,莊瑞雄,羅美玲,陳素月,江永昌,陳秀寳,吳秉叡,李昆澤,吳思瑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公立學校教職員退休資遣撫卹條例第八條條文修正草案,本院委員張廖萬堅、伍麗華 Saidhai Tahovecahe、林宜瑾等21人，鑑於勞工及私校教職員按月提撥之金額可免計入年度所得稅額；又依據財政部公告計算退職所得定額免稅之金額，其計算方式指出：「分期領取者，以全年領取總額，減除 78萬 1 千元後之餘額為所得額。」前述兩規定使得多數勞工及私校教職員於退撫金之部分幾乎免稅。但同樣是繳納退撫金，公立學校教師依本條例繳納時，並無減免年度薪資所得課稅之規定，形成同樣是在職時提繳的退撫金，一般勞工及私立學校教職員不用課稅，但公立學校教師卻要課稅之差別待遇。為能不分勞工、私立學校教職員、公立學校教師皆一體適用「提繳免稅、月退定額免稅」之制度，爰提出「公立學校教職員退休資遣撫卹條例」第八條條文修正草案。是否有當？敬請公決。 
1144,2,臺灣地區與大陸地區人民關係條例第三十三條之三及第九十條之二條文修正草案,2020/10/6,2020/10/6,交付審查,0,0,0,0,王定宇,趙天麟,,,,,,,,,,,,,,,,,,,,何欣純,林宜瑾,高嘉瑜,周春米,鍾佳濱,湯蕙禎,陳秀寳,李昆澤,羅致政,黃世杰,洪申翰,沈發惠,邱泰源,莊競程,羅美玲,王美惠,郭國文,吳秉叡,蔡易餘,林楚茵,許智傑,陳素月,蘇治芬,林俊憲,陳亭妃,伍麗華,余天,黃秀芳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,臺灣地區與大陸地區人民關係條例第三十三條之三及第九十條之二條文修正草案,本院委員王定宇、趙天麟等 30 人，鑒於現行臺灣地區與大陸地區第三十三條之三規定各級學校和中國締結書面約定之合作行為須經教育主管機關同意且不得有違反法令規定或涉有政治性內容；同法第九十條之二並定有罰則。然各大學為招收中國籍學生曾簽訂不違反所謂中國「一中原則」承諾書之外，中國籍在台學生屢傳以中國統戰手段干預教師教學或其他學生言論自由行徑，各級學校參與中國以各種交流方式為名之時則進行統戰活動更不勝枚舉。經查，教育主管機關截至2019 年 7 月無任何依前述規定裁罰紀錄，本條例前引規定於實務運作上有所疏漏。本席等認為，為防止中國利用各種方式對我各級學校進行統戰活動，現行條文實有修正之必要。爰提出「臺灣地區與大陸地區人民關係條例第三十三條之三及第九十條之二條文修正草案」。是否有當？敬請公決。 
1224,2,教保服務人員條例第十二條、第三十條之一及第三十三條之一條文修正草案,2020/10/6,2022/5/31,三讀,1,1,1,1,高虹安,邱臣遠,蔡壁如,賴香伶,張其祿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教保服務人員條例第十二條、第三十條之一及第三十三條之一條文修正草案,本院民眾黨黨團，有鑑於幼兒園虐童、性騷擾、對幼兒不當對待等事件頻傳，106 年修正「補習及進修教育法」，解決狼師問題，107 年 5月修正「幼兒教育及照顧法」，規範有關狼師、幼兒園體罰等事宜。惟現行幼照法僅規範教保服務機構之負責人及其他服務人員，對教保服務人員之行為規範卻未納入修法，無疑讓幼兒暴露在不當對待風險當中。為避免幼兒園教師對幼兒不當體罰或對待，卻無法可管，爰擬具「教保服務人員條例第十二條、第三十條之一及第三十三條之一條文修正草案」，明定教保服務人員之消極資格並明文規範教保服務人員對兒童體罰、不當管教或性騷擾之行為處罰。是否有當？敬請公決。 
1306,2,學校型態實驗教育實施條例第二十三條條文修正草案,2020/10/23,2020/10/23,交付審查,0,0,0,0,賴士葆,,,,,,,,,,,,,,,,,,,,,鄭麗文,徐志榮,溫玉霞,林思銘,洪孟楷,魯明哲,萬美玲,李德維,廖婉汝,林德福,曾銘宗,謝衣鳯,費鴻泰,吳斯懷,游毓蘭,蔣萬安,林文瑞,楊瓊瓔,陳以信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,學校型態實驗教育實施條例第二十三條條文修正草案,本院委員賴士葆等 20 人，針對現行相關法律對公立高級中等以下實驗教育學校校長年齡缺乏明文規範，復依本條例第十三條規定實驗教育計畫經主管機關許可後，計畫主持人及學校校長以不變更為原則。有鑑於此，爰參照私立學校法第五十七條第五項規定，對於辦學優良之私立學校有得放寬校長、教師年齡之規定，為鼓勵實驗教育之優質經營發展，修訂「學校型態實驗教育實施條例」第二十三條第六項，明定公立高級中等以下實驗教育學校校長之年齡，經主管機關同意後，得不受本法及相關法令規定之限制，而由學校定之。是否有當？敬請公決。 
1330,2,性別平等教育法第二十七條之一條文修正草案,2020/10/23,2022/1/5,三讀,1,1,1,0,林思銘,,,,,,,,,,,,,,,,,,,,,鄭正鈐,李德維,吳斯懷,孔文吉,張育美,林文瑞,洪孟楷,曾銘宗,魯明哲,廖婉汝,蔣萬安,馬文君,溫玉霞,翁重鈞,陳雪生,陳以信,鄭天財,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別平等教育法第二十七條之一條文修正草案,本院委員林思銘等19人，針對108年全文修正、109年 6月30 日施行之教師法，雖已將涉犯兒童及少年性剝削防制條例案件納入不適任教師之查閱範圍，惟該法條僅適用於具教師身分者，未及於非屬專任教育人員，爰提案修正「性別平等教育法」第二十七條之一，以完備學校其他人員之列管，維護兒少安全。是否有當？敬請公決。 
1379,2,公立學校教職員退休資遣撫卹條例第八條及第十三條條文修正草案,2020/12/4,2021/12/28,三讀,1,1,1,0,賴品妤,何志偉,林宜瑾,伍麗華,,,,,,,,,,,,,,,,,,蘇巧慧,趙天麟,范雲,吳玉琴,林楚茵,沈發惠,洪申翰,莊競程,張宏陸,陳瑩,湯蕙禎,邱泰源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公立學校教職員退休資遣撫卹條例第八條及第十三條條文修正草案,本院委員賴品妤、何志偉、林宜瑾、伍麗華 Saidhai Tahovecahe 等 16 人，有鑑於現行公立學校教職員退休資遣撫卹條例，漏未規定條例施行前之教職員，依法令辦理留職停薪之年資，有全額負擔並繼續繳付退撫基金費用之權利，為表彰鼓勵生育之價值，促進性別平等，並維護現職教師退休之權益，爰擬具「公立學校教職員退休資遣撫卹條例第八條及第十三條條文修正草案」。是否有當？敬請公決。 
1786,2,教師待遇條例第九條及第十條條文修正草案,2020/12/18,2020/12/18,交付審查,0,0,0,0,林宜瑾,,,,,,,,,,,,,,,,,,,,,何志偉,吳秉叡,賴品妤,黃秀芳,范雲,洪申翰,何欣純,羅美玲,蘇巧慧,張宏陸,趙天麟,林楚茵,陳秀寳,江永昌,沈發惠,吳思瑤,邱議瑩,莊競程,林淑芬,蔡易餘,王美惠,賴惠員,伍麗華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教師待遇條例第九條及第十條條文修正草案,本院委員林宜瑾等 24 人，有鑑於憲法第一百六十五條：「國家應保障教育、科學、藝術工作者之生活，並依國民經濟之進展，隨時提高其待遇」，凡屬教育工作者，其所付出之心力、勞力應等量齊觀，故任職於私立學校之教師，若其於職前曾有任職教學年資且服務成績優良者，其年資之計算，應與公立學校之教師為完全相同之評價。另現行雖有鼓勵中小學教師在職進修之配套制度，用以精進與其教學有關之知能，惟取得較高學歷後所辦理改敘之規定，似無法有效積極提升整體基層之士氣，且本薪與年功薪之間均以年資作為計算基礎，該區別實益實有疑義。是故，為提振整體基層教師之士氣，並提升教學品質，爰提出「教師待遇條例第九條及第十條條文修正草案」。是否有當？敬請公決。 
1814,2,教保服務人員條例第九條條文修正草案,2020/12/18,2022/5/31,三讀,1,1,1,0,黃國書,李昆澤,林宜瑾,莊競程,,,,,,,,,,,,,,,,,,賴惠員,洪申翰,羅致政,張宏陸,蘇巧慧,陳秀寳,張廖萬堅,吳思瑤,郭國文,陳素月,范雲,賴品妤,余天,黃世杰,羅美玲,沈發惠,林楚茵,王美惠,許智傑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教保服務人員條例第九條條文修正草案,本院委員黃國書、李昆澤、林宜瑾、莊競程等 23 人，為協助國家解決少子女化問題，配合國家政策應培育教保服務人員及教師，避免因人員不足而無法推動準公共化及公共化之幼兒園之政策。為鼓勵現職教保服務人員修讀幼兒園師資職前教育課程後取得教師資格，無縫接軌投入教保職場服務，有三年實務教學經驗者，得免教育實習，爰提案「教保服務人員條例第九條條文修正草案」。是否有當？敬請公決。 
2012,3,私立高級中等以上學校退場條例草案,2021/3/5,2022/4/22,三讀,1,1,1,0,張廖萬堅,,,,,,,,,,,,,,,,,,,,,賴惠員,莊競程,王美惠,邱志偉,劉世芳,邱議瑩,陳亭妃,吳琪銘,吳思瑤,沈發惠,陳素月,邱泰源,林俊憲,吳秉叡,蘇治芬,蔡易餘,賴瑞隆,伍麗華,羅致政,趙正宇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,私立高級中等以上學校退場條例草案,本院委員張廖萬堅等 21 人，鑑於近年大專校院及高中職受少子化影響，100 學年度大專校院新生人數為 27.6 萬人、高中職新生約有 31.3 萬人，但依據教育部大專校院新生人數推估，於117 學年度大一新生人數將降為15萬8千人、高中職新生人數則會在 114 學年度降至 18.3 萬，生源大幅減少將導致部分學校辦學困難、校地閒置、教職員工失業，近年更有學生被迫轉學、併班上課、教師減薪欠薪或學校停招停辦等情事傳出，顯見部分學校因學生數銳減已導致辦學出現問題。為保障私立高中以上學校學生及教職員工權益、協助私立學校退場，爰擬具「私立高級中等以上學校退場條例草案」。是否有當？敬請公決。 
2224,3,性別工作平等法第十六條條文修正草案,2021/4/6,2021/4/6,交付審查,0,0,0,0,羅致政,莊瑞雄,李昆澤,何志偉,,,,,,,,,,,,,,,,,,王美惠,蔡適應,吳琪銘,蔡易餘,羅美玲,湯蕙禎,趙正宇,賴惠員,莊競程,洪申翰,江永昌,劉建國,許智傑,吳玉琴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十六條條文修正草案,本院委員羅致政、莊瑞雄、李昆澤、何志偉等 18 人，有鑑於性別工作平等法第十六條明訂受僱者得申請育嬰留職停薪，但不得逾兩年。然參照公務人員留職停薪辦法第五條以及教育人員留職停薪辦法第五條均明訂教師與公務人員至多可請 3年育嬰假（以 2 年為限，必要時得延長 1 年），故為了使公私部門規範平等，並建構有利撫育幼兒的環境，爰擬「性別工作平等法第十六條條文修正草案」。是否有當？敬請公決。 
