ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
104,1,勞動基準法增訂第七十條之一、第七十條之二及第七十條之三條文草案,2020/3/3,2020/3/3,交付審查,0,0,0,0,邱志偉,陳歐珀,,,,,,,,,,,,,,,,,,,,蔡易餘,余天,吳玉琴,鍾佳濱,高嘉瑜,趙天麟,劉世芳,林宜瑾,許智傑,羅致政,陳瑩,吳琪銘,林淑芬,邱泰源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"勞動基準, 勞動, 基準",本院委員邱志偉、陳歐珀等 16 人，鑑於退休舊制勞工「於勞保並在職期間非因職災死亡、卻未符合退休條件」者之撫卹，是目前勞動基準法所未予以明文保障者。儘管雇主都已將勞工薪資總額2%~15%按月提撥到勞工退休準備金專戶中，以備勞工退休之際支付該筆「應付帳款」─退休金，卻只因勞工非因職災死亡，「一次退休金」，轉眼成空，這對勞工及遺屬既不公平，又不合理。這有如對勞工施以「亡故懲罰」，遺屬頓失經濟支柱，處境堪憐。該類勞工人數相對較少，且該類情況之案件逐年減少，以 107 年為例，全年不到 859件，對整體資方之財務衝擊甚微。然而該撫卹金對勞工而言，卻能發揮極大之效益，爰新增「勞動基準法第七十條之一、第七十條之二及第七十條之三」等條文，對於退休舊制勞工「於勞保並在職期間非因職災死亡、卻未符合退休條件」者發給撫卹金。是否有當？敬請公決。
105,1,勞工保險條例第六條條文修正草案,2020/3/3,2020/3/3,交付審查,0,0,0,0,邱志偉,陳歐珀,高嘉瑜,,,,,,,,,,,,,,,,,,,蔡易餘,余天,吳玉琴,林宜瑾,陳瑩,吳琪銘,趙天麟,林淑芬,鍾佳濱,許智傑,羅致政,劉世芳,邱泰源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"勞工保險, 勞工, 保險",本院委員邱志偉、陳歐珀、高嘉瑜等 16 人，鑑於勞工保險條例第六條第一項第五款規定：「受僱從事漁業生產之勞動者」應以其「雇主成立投保單位」而加入勞保，與從事養殖和近海漁業之樣態落差頗大，且鮮為漁民及漁會所知悉。導致目前四十萬漁民之絕大多數皆有違法之虞。爰提出「勞工保險條例第六條條文」修正草案，根據當今漁業之樣態，強化漁業勞動者之工作保障。只要是「實際從事漁業生產而參加漁會之甲類會員」，便可以漁會做為投保單位，不限於「無一定雇主或自營作業」，以符合當今漁業的樣態。也不致於忽略「非漁會甲類會員」之漁民權益，因其可依據該條文第一項第五款「受僱從事漁業生產之勞動者」應以其雇主為投保單位而受到保障。是否有當？敬請公決。
118,1,就業保險法第十條、第十一條及第十九條之三條文修正草案,2020/3/3,2020/3/3,交付審查,0,0,0,0,陳超明,廖婉汝,,,,,,,,,,,,,,,,,,,,馬文君,孔文吉,洪孟楷,溫玉霞,陳雪生,呂玉玲,鄭正鈐,徐志榮,魯明哲,林德福,鄭麗文,曾銘宗,張育美,蔣萬安,林思銘,費鴻泰,傅崐萁,翁重鈞,楊瓊瓔,林為洲,游毓蘭,萬美玲,林文瑞,李貴敏,吳斯懷,李德維,陳玉珍,羅明才,鄭天財,賴士葆,吳怡玎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"就業保險, 就業, 保險",本院委員陳超明、廖婉汝等 33 人，鑑於新型冠狀病毒疫情影響全球，基於防疫需要，政府機關發布停止上課，受僱者為親自照顧未滿十二歲子女，申請防疫照顧假卻無給薪，已損及受僱勞工發揮家庭照顧之功能，顯不合理。爰擬具「就業保險法」第十條、第十一條及第十九條之三條文修正草案，增列「家庭照顧津貼」之給付項目，明定受僱者因法定或新興傳染病之發生，經權責機關發布停止上課，須親自照顧未滿十二歲或就讀國小以下子女時，得請防疫照顧假，其請假期間工資以六成發給，以協助育兒勞工兼顧工作職場與家庭生活。是否有當？敬請公決。
157,1,就業保險法第十條、第十一條及第十九條之三條文修正草案,2020/3/6,2020/3/10,交付審查,0,0,0,0,黃秀芳,蔡適應,蘇震清,陳亭妃,,,,,,,,,,,,,,,,,,張廖萬堅,黃國書,余天,陳瑩,黃世杰,沈發惠,江永昌,羅美玲,吳玉琴,高嘉瑜,湯蕙禎,伍麗華 ,劉世芳,吳琪銘,莊競程,陳秀寳,邱泰源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"就業保險, 就業, 保險",本院委員黃秀芳、蔡適應、蘇震清、陳亭妃等 21 人，鑒於全國約五分之一上班族受家人長期照顧問題困擾，要達到「照顧不離職」的目標，除個人要善用長照資源做好照顧安排，也有賴政府與企業支持。提供適當期間的照顧留職停薪外，與照顧留職停薪期間經濟上的支持，同等重要。透過一定經濟援助之提供，緩解勞工照顧留職停薪期間的經濟壓力，使其有一定安心感，亦有助於照顧留職停薪結束後能順利回歸職場、繼續原有工作。爰此，特擬具「就業保險法第十條、第十一條及第十九條之三條文修正草案」，增訂「照顧留職停薪津貼」之給付、條件及方式。是否有當？敬請公決。
162,1,性別工作平等法第十五條條文修正草案,2020/3/6,2021/12/28,三讀,1,1,1,0,許淑華,李德維,廖婉汝,,,,,,,,,,,,,,,,,,,萬美玲,鄭天財,謝衣鳯 ,林文瑞,廖國棟,鄭麗文,曾銘宗,吳怡玎,孔文吉,洪孟楷,溫玉霞,林為洲,陳雪生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"性別工作平等, 性別工作, 工作平等, 性別, 工作, 平等",本院委員許淑華、李德維、廖婉汝等 16 人，有鑑於少子化為國安危機，為鼓勵國人生育，政府應打造良好育兒職場環境。惟現行「性別工作平等法第十五條」，雇主給予女性受僱者分娩前後產假「八星期」，其計算方式包含勞工應享有之周休二日，若扣除周休二日共十六天，產假實際上僅剩四十天，恐無法提供婦女產後完整休養。然「公務人員請假規則」中，婦女分娩前後產假以「天數」計算，計算方式並不包含六日，致兩者產假計算方式，顯有不平等之處，實有修法之必要。爰提案修正「性別工作平等法」第十五條條文修正草案，將產假由現行八星期提升為十星期，以鼓勵婦女生產，完善婦女生育權益。是否有當？敬請公決。
177,1,勞資爭議處理法第三十九條條文修正草案,2020/3/6,2020/3/10,交付審查,0,0,0,0,江永昌,,,,,,,,,,,,,,,,,,,,,黃世杰,沈發惠,劉世芳,劉櫂豪,蘇治芬,陳瑩,許智傑,鍾佳濱,賴品妤,李昆澤,洪申翰,周春米,張宏陸,陳歐珀,黃國書,余天,王定宇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"勞資爭議處理, 勞資爭議, 勞資, 爭議處理, 爭議",本院委員江永昌等 18 人，自民國 98 年修訂勞資爭議處理法第三十九條以來，實務運作上有許多建議修正的聲浪，檢視當時的條文與立法理由乃考量訴訟經濟及迅速有效解決而設定 90 天的短時效，但是事實上反而犧牲原先欲的勞工團結權益，是以擬將時效延長至一年，爰提出「勞資爭議處理法第三十九條條文修正草案」。是否有當？敬請公決。 
185,1,勞工保險條例第五十八條條文修正草案,2020/3/6,2020/3/10,交付審查,0,0,0,0,張廖萬堅,李昆澤,,,,,,,,,,,,,,,,,,,,趙天麟,黃秀芳,王美惠,何志偉,沈發惠,邱議瑩,賴瑞隆,劉世芳,蔡易餘,何欣純,吳思瑤 ,莊競程,周春米,余天,蘇震清 ,陳秀寳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"勞工保險, 勞工, 保險",本院委員張廖萬堅、李昆澤等 18 人，鑒於身心障礙者壽命和體力不同於一般人，屬於提前老化且平均餘命較短的族群；現行勞工保險之老年給付請領年齡為六十歲至六十五歲，惟此一請領標準並未考量身障勞工身體狀況惡化甚至失能的實際狀況，導致身障者可領取老年給付相對變少，爰此，擬具「勞工保險條例第五十八條條文修正草案」，使身障勞工能提早請領老年給付。是否有當？敬請公決。
187,1,證券交易法第十四條條文修正草案,2020/3/6,2020/5/5,三讀,1,1,1,0,曾銘宗,,,,,,,,,,,,,,,,,,,,,林思銘,李德維,吳怡玎,楊瓊瓔,萬美玲,洪孟楷,溫玉霞,鄭天財,游毓蘭,鄭正鈐,陳玉珍,廖婉汝,林文瑞,魯明哲,林奕華,張育美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"證券交易, 證券, 交易","本院委員曾銘宗等17人，鑒於108 年逾1,700 家上市櫃公司發放股利總額高達1.44兆元，創下歷史新高，其中26家公司派發股利超過百億元，上市櫃公司董監事薪酬也節節上升，然而國內勞工低薪問題卻遲未解決，甚至有公司董事酬勞與員工平均年薪差距高達 200 倍者。為使員工公平共享公司收益果實，達成證券交易法第一條所揭露「發展國民經濟」之意旨，爰擬具「證券交易法第十四條條文修正草案」，規範上市櫃公司應揭露個別董監事之酬勞及員工薪資酬勞平均數、中位數，且董事薪酬與員工薪資差距應限於一定之倍數。是否有當？敬請公決。"
209,1,農民健康保險條例第二十三條條文修正草案,2020/3/13,2021/12/7,三讀,1,1,1,0,劉建國,黃秀芳, 林宜瑾,,,,,,,,,,,,,,,,,,,楊曜,陳亭妃,洪申翰,趙正宇,羅致政,陳素月,吳玉琴 ,何欣純,陳瑩,趙天麟,林楚茵,鍾佳濱,伍麗華,陳椒華,陳秀寳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"農民健康保險, 農民, 健康, 保險, 農民健康, 健康保險",本院委員劉建國、黃秀芳、林宜瑾等 18 人，鑑於農民保險之給付請求權，消滅時效為二年，不符合行政程序法第一百三十一條規定：「公法上之請求權，於請求權人為行政機關時，除法律有特別規定外，因五年間不行使而消滅；於請求權人為人民時，除法律另有規定外，因十年間不行使而消滅」之規定，亦不同於勞工保險條例第三十條：「領取保險給付之請求權，自得請領之日起，因五年間不行使而消滅」之規定。爰此，特擬具「農民健康保險條例第二十三條條文修正草案」。是否有當？敬請公決。
210,1,勞動教育促進法草案,2020/3/13,2020/3/17,交付審查,0,0,0,0,劉建國,,,,,,,,,,,,,,,,,,,,,林楚茵,陳椒華,陳亭妃,趙正宇,楊曜,陳瑩,鍾佳濱,洪申翰,陳素月,伍麗華,黃秀芳,陳秀寳,吳玉琴,羅致政,趙天麟,何欣純,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"勞動教育促進, 勞動教育, 教育促進, 勞動, 教育, 促進",本院委員劉建國等 17 人，有鑑於國人對於勞動事務討論殷切，臧否勞動權益、勞動尊嚴、勞動倫理、勞動法令的良窳，已成為全體人民共同話題，針對勞動教育向下紮根並制定勞動教育專法已形成共識。觀諸憲法上人民教育基本權、生存權、工作權的保障以及基本國策的落實，對於人格開展、自我形塑以及勞動權益的提升，厥為關鍵。而人作為國家存在的目的，學生的自我實現與人格的自我開展，無論是在學期間或日後就業階段，建立制度加以落實，建構多元學習環境為教育部當前首要之務。是以辦理十二年國民基本教育各級學校作為人格形塑階段重要場域，不僅為實踐「適性揚才」教育理念，更應作為啟迪勞動教育的所在，引導學生開展人格，實現自我，以利銜接大專教育與職涯發展。另為使得勞動權益保障與國家產業經濟發展，形成相輔相成、相得益彰的效果，並為現行辦理勞工教育確立法規依據，以利增進勞工權益提升、勞雇關係和諧、促進社會與經濟發展，故提出「勞動教育促進法草案」。是否有當？敬請公決。
215,1,公教人員保險法第四十八條條文修正草案,2020/3/13,2020/3/17,交付審查,0,0,0,0,費鴻泰,楊瓊瓔,陳超明,,,,,,,,,,,,,,,,,,,萬美玲,李德維,廖國棟,陳雪生,孔文吉,林文瑞,李貴敏,林奕華,陳玉珍,鄭正鈐,曾銘宗,洪孟楷,林思銘,魯明哲,張育美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"公教人員保險, 公教人員, 保險",本院委員費鴻泰、楊瓊瓔、陳超明等 18 人，有鑑於政府近年推動年金制度，以保障國民老年經濟問題，但早期中油、台電、台糖、台水等國營事業員工，及中央健康保險局、勞工保險局等公務機關員工，多兼具有公務員及勞工身分，早期被要求加入公保人員保險，因機關改制無法享有公保養老年金給付，為保障其退休生活，爰提出「公教人員保險法」第四十八條條文修正草案，將被強制納入公保，卻未享有公保年金制，也不適用優惠存款利息之國營事業員工，比照政府承諾回溯至民國九十九年一月一日之規定。是否有當？敬請公決。
216,1,性別工作平等法第二十條條文修正草案,2020/3/13,2020/3/17,交付審查,0,0,0,1,賴香伶,蔡壁如,張其祿,高虹安,邱臣遠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"性別工作平等, 性別工作, 工作平等, 性別, 工作, 平等",本院民眾黨黨團，鑒於台灣家庭照顧者以生理女性居多，國家應促進各性別勞動參與及待遇平等，而性別工作平等法規定家庭照顧假併事假日數計算、依事假性質決定是否給薪等，對部分受僱者而言「有假不敢請」、「有假不好用」，有損立法保障勞工兼顧家庭及女性勞動參與促進之美意。爰擬具「性別工作平等法第二十條條文修正草案」，使性質不同假別分別計算、增加事由及日數，並另以法律規定發給生活津貼。是否有當？敬請公決。 
217,1,性別工作平等法第二十條條文修正草案,2020/3/13,2020/3/17,交付審查,0,0,0,0,謝衣鳯,萬美玲,,,,,,,,,,,,,,,,,,,,傅崐萁,李德維,林奕華,洪孟楷,陳超明,孔文吉,江啟臣,林思銘,林德福,吳斯懷,游毓蘭,溫玉霞,楊瓊瓔,吳怡玎,陳雪生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"性別工作平等, 性別工作, 工作平等, 性別, 工作, 平等",本院委員謝衣鳯、萬美玲等 17 人，有鑑於台灣社會日趨高齡，以致於勞工時有安排家屬接受長期照顧，以及還有學校因腸病毒、新冠狀肺炎等配合政府防疫臨時停課等等的家庭照顧需求。但因目前的「家庭照顧假」只限家庭成員有預防接種、發生嚴重之疾病或重大事故須親自照顧時，才得以申請。同時「家庭照顧假」雖規定雇主必須准假，然須併入 14 天的事假計算，且多數企業並未給薪，可知既未涵蓋上述情形，也無法因應請假天數較長及扣薪之壓力。爰提出「性別工作平等法」第二十條條文修正草案，將「家庭照顧假」由 7日延長至14 日，且其中 5天為有薪照顧假，仿「育嬰留職停薪津貼」之設計，由「就業保險」給付之。是否有當？敬請公決。
219,1,就業保險法第十條、第十一條及第十九條之三條文修正草案,2020/3/13,2020/3/17,交付審查,0,0,0,0,謝衣鳯,萬美玲,,,,,,,,,,,,,,,,,,,,傅崐萁,李德維,江啟臣,溫玉霞,孔文吉,林奕華,林思銘,游毓蘭,楊瓊瓔,吳怡玎,陳超明,吳斯懷,洪孟楷,林德福,陳雪生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"就業保險, 就業, 保險",本院委員謝衣鳯、萬美玲等 17 人，有鑑於「家庭照顧假」雖規定雇主必須准假，但多數企業並未給薪。而台灣社會日趨高齡，以致於勞工時有安排家屬接受長期照顧，以及還有學校因腸病毒、新冠狀肺炎等配合政府防疫臨時停課等等的家庭照顧需求，並非可歸責勞雇雙方。因此，爰擬具「就業保險法第十條、第十一條及第十九條之三條文修正草案」，增列「家庭照顧津貼」之給付項目，針對按性別工作平等法之規定，向雇主申請家庭照顧假之在職被保險人，依就業保險日投保薪資百分之六十發給家庭照顧津貼，以協助勞工兼顧工作職場與家庭生活。是否有當？敬請公決。
