ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
623,1,人工生殖法部分條文修正草案,2020/5/1,2023/12/4,委員會審查,0,0,1,0,吳秉叡,邱議瑩,,,,,,,,,,,,,,,,,,,,林宜瑾,羅美玲,趙天麟,周春米,張宏陸,林楚茵,賴惠員,黃國書,伍麗華,陳秀寳,吳思瑤,余天,黃世杰,沈發惠,吳琪銘,高嘉瑜,蘇巧慧,莊瑞雄,湯蕙禎,王美惠,羅致政,張廖萬堅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人工生殖法部分條文修正草案,本院委員吳秉叡、邱議瑩等 24 人，鑒於部分婦女因先天性無子宮、因病切除子宮、或罹患重大病症不適合懷孕生產，亟欲尋求人工生殖代孕途徑彌補遺憾，然我國《人工生殖法》卻未明文開放代孕生殖，相關權益欠缺規範及保障。而我國育齡婦女總生育率長期低落，已淪為世界各國之末，為彌補因病無法生育者之憾事，並有助於解決部分少子化問題，爰擬具「人工生殖法部分條文修正草案」。是否有當？敬請公決。
768,1,道路交通管理處罰條例第十八條之一條文修正草案,2020/5/8,2021/11/30,三讀,1,1,1,0,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,翁重鈞,鄭正鈐,洪孟楷,林文瑞,廖國棟,謝衣鳯,陳超明,萬美玲,馬文君,陳玉珍,曾銘宗,陳雪生,吳斯懷,李貴敏,李德維,張育美,溫玉霞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道路交通管理處罰條例第十八條之一條文修正草案,本院委員楊瓊瓔等 18 人，有鑑於國際勞工組織已將勞工產假最少需要 12 週增加到 14 週，甚至建議會員國將產假增加到18 週，實際上多數會員國皆已達到14週的最低標準，對此檢視我國勞工產假之規定自勞動基準法於民國七十三年制定時參考工廠法當時之規定勞工產假八星期，已近三十六年皆未變動，此和世界各國之規定明顯落後，鑒此本席特提出修正「勞動基準法」第五十條條文，以保障婦女權益，增進我國生育率。是否有當？敬請公決。
769,1,勞動基準法第五十條條文修正草案,2020/5/8,2020/5/12,交付審查,0,0,0,0,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,萬美玲,曾銘宗,馬文君,翁重鈞,林文瑞,鄭正鈐,謝衣鳯,廖國棟,陳超明,吳斯懷,洪孟楷,陳玉珍,溫玉霞,陳雪生,李德維,李貴敏,張育美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勞動基準法第五十條條文修正草案,本院委員楊瓊瓔等 18 人，有鑑於國際勞工組織已將勞工產假最少需要 12 週增加到 14 週，甚至建議會員國將產假增加到18 週，實際上多數會員國皆已達到14週的最低標準，對此檢視我國勞工產假之規定自勞動基準法於民國七十三年制定時參考工廠法當時之規定勞工產假八星期，已近三十六年皆未變動，此和世界各國之規定明顯落後，鑒此本席特提出修正「勞動基準法」第五十條條文，以保障婦女權益，增進我國生育率。是否有當？敬請公決。 
774,1,就業保險法第十四條條文修正草案,2020/5/8,2020/5/12,交付審查,0,0,0,0,謝衣鳯,洪孟楷,張育美,,,,,,,,,,,,,,,,,,,鄭正鈐,孔文吉,李德維,萬美玲,翁重鈞,林文瑞,陳雪生,廖國棟,魯明哲,陳玉珍,林德福,鄭天財,游毓蘭,呂玉玲,吳怡玎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,就業保險法第十四條條文修正草案,本院委員謝衣鳯、洪孟楷、張育美等 18 人，非自願性失業的懷孕婦女更需要政府來維持懷孕期間穩定經濟來源，但現行就業保險法第十四條，只明定持有證明因病無法參加就業諮詢或職業訓練，仍可以請領失業給付，為維護懷孕婦女領失業給付之權利，爰提出「就業保險法第十四條條文修正草案」，增訂懷孕期間無法參加就業諮詢或職業訓練，也可以請領失業給付。是否有當？敬請公決。
819,1,勞動基準法第五十條條文修正草案,2020/5/15,2020/5/19,交付審查,0,0,0,0,蔣萬安,林為洲,鄭正鈐,謝衣鳯,吳斯懷,魯明哲,費鴻泰,,,,,,,,,,,,,,,徐志榮,孔文吉,陳玉珍,李德維,溫玉霞,高金素梅,曾銘宗,鄭麗文,張育美,林奕華,萬美玲,廖婉汝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勞動基準法第五十條條文修正草案,"本院委員蔣萬安、林為洲、鄭正鈐、謝衣鳯、吳斯懷、魯明哲、費鴻泰等 19 人，鑑於我國生育率長期偏低，近十年平均生育率僅 1.1，108 年全年出生人數更僅為 177,767 人。少子化問題已嚴重影響國家發展。為貫徹憲法第一百五十六條母性保護之精神，以及保障妊娠婦女與新生兒身心健康，以及考量世界各國為保護女性勞工權益紛紛提高婦女產假日數，例如國際勞工組織母性保護公約（Maternity Protection Convention）關於產假規定已自 12 星期提升至 14 星期，甚至於母性保護建議書（Maternity Protection Recommendation, 2000）進一步建議各國將產假提升為 18 星期，我國女性受僱者之產假亦應延長以符合國際趨勢並保護其身心健康。此外，為配合性別工作平等法第十五條已規定未滿 3 個月流產假部分而為修正，同時就未滿 3 個月流產假之工資給付部分亦為明文規定，爰提案修正「勞動基準法第五十條」條文，延長女性產假為14星期，以及就未滿3個月流產假部分及工資給付為明文規定，以保障勞動婦女權益及母嬰身心健康。是否有當？敬請公決。 "
830,1,性別工作平等法第十五條條文修正草案,2020/5/15,2021/12/28,三讀,1,1,1,0,蔣萬安,林為洲,鄭正鈐,吳斯懷,張育美,謝衣鳯,,,,,,,,,,,,,,,,徐志榮,孔文吉,陳玉珍,李德維,溫玉霞,高金素梅,費鴻泰,林奕華,李貴敏,萬美玲,鄭麗文,曾銘宗,廖婉汝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員蔣萬安、林為洲、鄭正鈐、吳斯懷、張育美、謝衣鳯等 19 人，有鑑於我國生育率低、少子化現象越趨嚴重，當前法令及國家政策對於母嬰保障仍有不足，為使婦女提高生育意願、保護孕婦與胎兒健康，並提升男性參與育嬰之比例，俾健全家庭發展，爰提出「性別工作平等法第十五條」條文修正草案，將「產假」由現行 8週延長為14週，「產檢假」改為由婦女自由運用之「產前假」由 5 天增為 8 天、延長配偶陪產假為7日。是否有當？敬請公決。 
843,1,勞動基準法第五十條條文修正草案,2020/5/15,2020/5/19,交付審查,0,0,0,0,謝衣鳯,,,,,,,,,,,,,,,,,,,,,呂玉玲,鄭天財,林奕華,陳雪生,林文瑞,陳以信,萬美玲,游毓蘭,張育美,林思銘,魯明哲,吳斯懷,李貴敏,廖國棟,翁重鈞,洪孟楷,廖婉汝,鄭正鈐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勞動基準法第五十條條文修正草案,本院委員謝衣鳯等 19 人，就全球來看，有 53%的國家提供婦女至少 14 週的產假，有 23%的國家甚至提供 18 週的產假，而台灣勞基法的產假目前仍維持 8 週，和先進國家親職假的立法趨勢對比，是相對落後。爰提出「勞動基準法第五十條條文修正草案」，將產假從八週提高為十四週；而流產假從四週提高為八週，以保障婦女權益，間接促進生育率。是否有當？敬請公決。
877,1,國民體育法第三十三條及第四十條條文修正草案,2020/5/22,2021/4/29,委員會審查,0,0,1,0,江永昌,范雲,,,,,,,,,,,,,,,,,,,,何志偉,賴惠員,羅致政,陳秀寳,王美惠,林楚茵,蘇巧慧,邱泰源,劉建國,洪申翰,陳歐珀,余天,沈發惠,林岱樺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國民體育法第三十三條及第四十條條文修正草案,本院委員江永昌、范雲等 16 人，鑑於 1979 年聯合國大會通過「消除對婦女一切形式歧視公約」（Convention on the Elimination of All Forms of Discrimination Against Women，簡稱CEDAW）。而為實施CEDAW，以消除對婦女一切形式歧視，健全婦女發展，落實保障性別人權及促進性別平等，立法院於 2011 年 5 月 20 日三讀通過「消除對婦女一切形式歧視公約施行法」，並自2012年1月1日起施行。然現行國民體育法第三十三條之訪視及考核會及第四十條之各專項委員會就其成員配置並無性別比例之要求，與 CEDAW 所揭示之內涵有所背離。爰擬具「國民體育法第三十三條及第四十條條文修正草案」，要求其成員單一性別不得少於三分之一，以保障不同之性別皆有平等參與之權利與機會。是否有當？敬請公決。
880,1,菸害防制法第四條條文修正草案,2020/5/22,2020/5/26,交付審查,0,0,0,0,江永昌,林楚茵,,,,,,,,,,,,,,,,,,,,沈發惠,何志偉,賴惠員,羅致政,蘇巧慧,王美惠,陳歐珀,黃國書,黃世杰,陳素月,陳秀寳,洪申翰,余天,范雲,邱泰源,劉建國,林岱樺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,菸害防制法第四條條文修正草案,本院委員江永昌、林楚茵等 19 人，鑑於 1979 年聯合國大會通過「消除對婦女一切形式歧視公約」（Convention on the Elimination of All Forms of Discrimination Against Women，簡稱CEDAW）。而為實施CEDAW，以消除對婦女一切形式歧視，健全婦女發展，落實保障性別人權及促進性別平等，立法院於 2011 年 5 月 20 日三讀通過「消除對婦女一切形式歧視公約施行法」，並自2012年1月1日起施行。然現行菸害防制法第四條第二項，就健康福利捐金額評估之學者專家配置並無性別比例之要求，與 CEDAW 所揭示之內涵有所背離。爰擬具「菸害防制法第四條條文修正草案」，要求健康福利捐金額評估之其成員單一性別不得少於三分之一，以保障不同之性別皆有平等參與之權利與機會。是否有當？敬請公決。
913,1,跟蹤騷擾防制法草案,2020/5/22,2021/11/19,三讀,1,1,1,0,洪孟楷,陳玉珍,,,,,,,,,,,,,,,,,,,,許淑華,翁重鈞,鄭天財,魯明哲,吳怡玎,吳斯懷,廖婉汝,林思銘,陳雪生,李貴敏,鄭正鈐,溫玉霞,李德維,張育美,萬美玲,蔣萬安,林文瑞,謝衣鳯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,跟蹤騷擾防制法草案,本院委員洪孟楷、陳玉珍等 20 人，有鑑於因應跟蹤騷擾之反覆持續與手法多樣化的特性，借鏡如美國於 1990 年加州首制定反跟蹤法案，以及 1996 年聯邦法 Interstate Stalking Punishment and Prevention Act，和各類之騷擾保護法令 CHPO（Civil Harassment Protection Order）、日本纏擾防治法、歐洲多國等立法完成。復以我國行政院曾於 107 年 4 月即以現行刑法僅符合強制罪、恐嚇罪等之行為，家庭暴力防治法僅家庭成員間之跟蹤騷擾行為，性騷擾防制三法僅與性或性別有關之言詞，社會秩序維護法僅無故跟隨他人經勸阻不聽之行為等理由亟待解決，在院會通過與本提案類同之「糾纏行為防制法」草案函送請立法院審議，且時任行政院長賴清德更宣示將請內政部積極與立院各朝野黨團溝通，盼早日完成立法等記錄。因立法之急迫，及考量行政方所曾提出之上開草案中，卻有其將立法所防制範圍限縮為指基於對特定人之愛戀、喜好或怨恨所生之反覆或持續所使心生厭惡或畏怖等行為，不僅太過狹隘，更將造成執行機關難以判斷，且行為人將因否定自己符合該要件，致使舉證責任極度嚴苛等綜合因素後，經參酌國內主要社福及救援團體如台灣防暴聯盟、婦女救援基金會、婦女新知基金會、現代婦女基金會、數位女力聯盟、勵馨基金會等社團研究建言，爰特提出專法立法之「跟蹤騷擾防制法草案」，以求擴大跟蹤騷擾防制之法益保護至全體民眾，並賦予主管機關執法及推動權責，完善規範跟蹤騷擾行為的定義、具即時之警告命令、防制令制度，以及規範對於被害人隱私權保護及相關處罰罰則，作為周延防制作為之條文等，促使民眾的人身安全與自由、隱私及尊嚴等法制上的最後一塊拼圖得以補足。是否有當？敬請公決。 
1009,1,性別工作平等法第十五條條文修正草案,2020/5/29,2021/12/28,三讀,1,1,1,1,賴香伶,張其祿,高虹安,邱臣遠,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院民眾黨黨團，為推動促進工作平等措施，促進性別地位實質平等之精神，「性別工作平等法」實有修正之必要。惟現行「性別工作平等法第十五條」規定，雇主於女性受僱者分娩前後，應使其停止工作，給予產假八星期。然因婦女生產狀況有別，產假八星期恐缺乏彈性，無法提供婦女完整休養，據OECD 國家女性平均可獲得18.5 星期產假，另「國際勞工組織」調查，其 98 個會員國至少有 14 星期有薪產假。爰提案修正「性別工作平等法第十五條條文修正草案」，將產假由現行八星期調整為十四星期，以鼓勵提升生育率，降低少子化狀況。是否有當？敬請公決。
1010,1,立法委員行為法增訂第十四條之一條文草案,2020/5/29,2020/5/29,交付審查,0,0,0,1,賴香伶,張其祿,高虹安,邱臣遠,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立法委員行為法增訂第十四條之一條文草案,本院民眾黨黨團，為推動促進工作平等措施，促進性別地位實質平等之精神，「性別工作平等法」實有修正之必要。惟現行「性別工作平等法第十五條」規定，雇主於女性受僱者分娩前後，應使其停止工作，給予產假八星期。然因婦女生產狀況有別，產假八星期恐缺乏彈性，無法提供婦女完整休養，據OECD 國家女性平均可獲得18.5 星期產假，另「國際勞工組織」調查，其 98 個會員國至少有 14 星期有薪產假。爰提案修正「性別工作平等法第十五條條文修正草案」，將產假由現行八星期調整為十四星期，以鼓勵提升生育率，降低少子化狀況。是否有當？敬請公決。
1021,2,中華民國刑法刪除第二百三十九條條文草案,2020/9/18,2021/5/31,三讀,1,1,1,1,賴香伶,張其祿,高虹安,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中華民國刑法刪除第二百三十九條條文草案,本院民眾黨黨團，鑒於刑法第二百三十九條處罰之通姦及相姦行為，以刑罰限制性自主權之手段，難以達成維繫已生破綻婚姻之目的，且經消除對婦女一切歧視公約法規檢視專案審查小組議決建議從刑法中刪除，世界民主先進國家亦多已廢止處罰婚外性行為之刑罰。爰擬具「中華民國刑法刪除第二百三十九條」條文草案，以消除實質性別不平等。是否有當？敬請公決。 
1022,2,刑事訴訟法第二百三十九條條文修正草案,2020/9/18,2021/5/31,三讀,1,1,1,1,賴香伶,張其祿,高虹安,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,刑事訴訟法第二百三十九條條文修正草案,本院民眾黨黨團，鑒於刑事訴訟法第二百三十九條但書規定對通姦配偶提起告訴之配偶，得不受該條本文限制，對通姦配偶撤回告訴，同時繼續追訴相姦人，法律規範實踐上有性別不平等情形。爰擬具「刑事訴訟法第二百三十九條」條文修正草案，以符憲法第十條第六項規定及消除對婦女一切形式歧視公約施行法所揭櫫，應積極消除對特定性別歧視之意旨。是否有當？敬請公決。
