ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
333,1,原住民族工作權保障法部分條文修正草案,2020/3/27,2023/12/11,委員會審查,0,0,1,0,孔文吉,,,,,,,,,,,,,,,,,,,,,鄭麗文,呂玉玲,鄭正鈐,陳雪生,翁重鈞,陳以信,洪孟楷,吳怡玎,林德福,曾銘宗,鄭天財,李德維,林文瑞,廖婉汝,林思銘,徐志榮,林奕華,謝衣鳯,魯明哲,陳超明,陳玉珍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,原住民族工作權保障法部分條文修正草案,"本院委員孔文吉等 22 人，根據內政部戶政司年度縣市及全國統計資料截至本（109）年 2 月底止，原住民人口總數為572,224 人，占全台總人口數 23,603,121 人中，所占比例為2.4%。且原住民族工作權保障法於民國九十年十月三十一日公布施行以來，近二十年來卻依實際國內原住民族社經情況或勞動人力需求進行滾動式調整。爰為落實保障原住民族之基本權利、促進原住民族生存發展及保障原鄉或都會區原住民之工作權益等目的，爰擬具「原住民族工作權保障法」部分條文修正草案。是否有當？敬請公決。"
334,1,國家安全法第五條條文修正草案,2020/3/27,2020/11/30,委員會審竣,0,1,1,0,孔文吉,陳雪生,,,,,,,,,,,,,,,,,,,,陳以信,鄭天財,廖婉汝,謝衣鳯,鄭麗文,林思銘,曾銘宗,洪孟楷,陳超明,翁重鈞,吳怡玎,呂玉玲,魯明哲,林德福,林奕華,陳玉珍,鄭正鈐,林文瑞,李德維,徐志榮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國家安全法第五條條文修正草案,本院委員孔文吉、陳雪生等 22 人，鑒於台灣光復後，台灣山地管制制度於民國 54 年依《戒嚴時期台灣地區山地管制辦法》其目的在確保山地國防與治安、避免山區非法活動。民國76 年依《動員戡亂時期國家安全法暨其施行細則》為避免匪諜滲透山區潛伏、淨化山地維護國安。再到台灣解除戒嚴後，依《人民入出台灣地區山地管制區作業規定》其實仍係持續延續戒嚴時期的山地管制政策。現今台灣有 30 個山地鄉，但其中 28 個原住民族鄉（鎮區）（其中五峰鄉已解除管制），目前地方警察機關依據國家安全法仍設置 78 個檢查所執行山地管制任務。鑒於山地管制區當年設立目的，雖係基於國家安全以及時代背景需要，惟國際政治、兩岸關係及國內、外軍事條件丕變，本法之主管機關─國防部並未與時俱進通盤檢討，未評估既有管制區劃設之必要性，致使偏遠山區之原住民族及居民有被當為「二等公民」之感！甚至出入該檢查所都須提示身分證明文件，更不時傳出檢查所（站）之駐警有盤查人、車情況，讓當地民眾深感侮辱！爰應刪除山地管制區之劃設！查《原住民族基本法》於民國94年2月5日公布施行，該法第二十一條第一項、第二項規定：「政府或私人於原住民族土地或部落及其周邊一定範圍內之公有土地從事土地開發、資源利用、生態保育及學術研究，應諮商並取得原住民族或部落同意或參與，原住民得分享相關利益。政府或法令限制原住民族利用前項土地及自然資源時，應與原住民族、部落或原住民諮商，並取得其同意；受限制所生之損失，應由該主管機關寬列預算補償之。」第二十二條規定：「政府於原住民族地區劃設國家公園、國家級風景特定區、林業區、生態保育區、遊樂區及其他資源治理機關時，應徵得當地原住民族同意，並與原住民族建立共同管理機制；其辦法，由中央目的事業主管機關會同中央原住民族主管機關定之。」爰參酌原住民族基本法之規定，特針對管制區之劃設及其檢查所之設置，位於原住民族地區者，應徵得當地原住民族或部落同意；其參與及同意劃設方式及受限制所生損失之補償辦法，由國防部會同內政部及原住民族委員會定之。爰擬具「國家安全法」第五條條文修正草案。是否有當？敬請公決。
335,1,地方制度法部分條文修正草案,2020/3/27,2021/5/10,三讀,1,1,1,0,孔文吉,,,,,,,,,,,,,,,,,,,,,陳雪生,徐志榮,陳以信,廖婉汝,曾銘宗,謝衣鳯,鄭麗文,洪孟楷,林思銘,陳超明,呂玉玲,魯明哲,吳怡玎,林德福,林奕華,鄭正鈐,翁重鈞,林文瑞,李德維,陳玉珍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地方制度法部分條文修正草案,本院委員孔文吉等 21 人，鑒於地方制度法第三十三條針對直轄市及縣市議員、代表之名額，按其人口數或地域及族群做其訂定名額或應保障之標準，然鄉（鎮、市）民代表中，原住民族部分卻僅針對平地原住民部分做制度性保障以明定該鄉（鎮、市）民代表名額。但山地原住民代表名額，於地方制度法制定之初卻因立法疏漏而予以漏定，故為保障山地原住民於原住民族地區以外之都會區其鄉（鎮、市）民其基層民意代表之參政權益，故在鄉鎮市中有山地原住民人口在一千五百人以上者，且在不影響既有選舉區或衝擊地方政治生態之情況下，於該鄉（鎮、市）代表總額內應選出山地原住民鄉（鎮、市）民代表名額。另鑒於 103 年 12 月 25 日直轄市轄內六個山地原住民區（新北市烏來區、桃園市復興區、台中市和平區、高雄市桃源區、高雄市茂林區、高雄市那瑪夏區）恢復地方自治團體公法人地位後，由於擁有公法人地位之山地原住民區係我國地方自治史上的創舉、立法初衷也係為維護我國原住民族自治權益、保障原鄉居民之參政權益，體現中華民國憲法及憲法增修條文第十條第十二項「國家應依民族意願，保障原住民族之地位及政治參與」及原住民族基本法第四條：「政府應依原住民族意願，保障原住民族之平等地位及自主發展，實行原住民族自治」中關於扶持及保障原住民自治及相關福利之意旨。惟自山地原住民區恢復公法人地位迄今，山地原住民區之財政收支情形甚至與改制前之山地鄉相較更為困窘！由於現行山地原住民區之自治事項中，原屬改制前山地鄉之稅捐及公共債務等財政權利並未加以恢復且無法準用財政收支劃分法關於鄉（鎮、市）等相關規定，每年度之歲入來源亟需中央及直轄市政府之補助始勉強得以維持，但除山地原住民區之人事及一般政務支出外，過去地方之基礎建設及社會福利等經費支出由於財政窘迫，使區務推展受阻、剝奪其財政自主權、嚴重衝擊地方發展！爰擬具「地方制度法」部分條文修正草案。是否有當？敬請公決。
351,1,公職人員選舉罷免法第十七條條文修正草案,2020/3/27,2020/3/31,交付審查,0,0,0,0,鄭天財,,,,,,,,,,,,,,,,,,,,,孔文吉,楊瓊瓔,曾銘宗,林德福,廖婉汝,陳超明,洪孟楷,林奕華,謝衣鳯,游毓蘭,李德維,陳雪生,陳玉珍,呂玉玲,林思銘,翁重鈞,林文瑞,徐志榮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公職人員選舉罷免法第十七條條文修正草案,本院委員鄭天財Sra Kacaw 等 19 人，有鑑於歷次選舉以來原住民族投票率皆較非原住民低，為增進原住民政治參與途徑，保障原住民選舉投票權利，並作為國內實施不在籍投票之試金石，建立國內實施不在籍投票之良性經驗，爰修正「公職人員選舉罷免法」第十七條第二項規定，中央公職人員選舉具原住民身分之選舉人，得於規定期限內，以書面向戶籍所在地之戶政機關申請移轉至不同直轄市、縣（市）投票。是否有當？敬請公決。
352,1,總統副總統選舉罷免法第十三條條文修正草案,2020/3/27,2020/3/31,交付審查,0,0,0,0,鄭天財,,,,,,,,,,,,,,,,,,,,,孔文吉,廖婉汝,曾銘宗,謝衣鳯,楊瓊瓔,林德福,洪孟楷,陳超明,林奕華,游毓蘭,李德維,陳玉珍,呂玉玲,林思銘,翁重鈞,徐志榮,林文瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,總統副總統選舉罷免法第十三條條文修正草案,本院委員鄭天財Sra Kacaw 等 18 人，有鑑於歷次選舉以來原住民族投票率皆較非原住民低，為增進原住民政治參與途徑，保障原住民選舉投票權利，並作為國內實施不在籍投票之試金石，建立國內實施不在籍投票之良性經驗，爰增訂「總統副總統選舉罷免法」第十三條規定，具原住民身分之選舉人，得於規定期限內，以書面向戶籍所在地之戶政機關申請移轉至不同直轄市、縣（市）投票。是否有當？敬請公決。
353,1,環境影響評估法增訂第六條之一條文草案,2020/3/27,2020/3/31,交付審查,0,0,0,0,鄭天財,,,,,,,,,,,,,,,,,,,,,孔文吉,曾銘宗,廖婉汝,林德福,楊瓊瓔,謝衣鳯,林奕華,洪孟楷,陳超明,李德維,游毓蘭,陳雪生,陳玉珍,呂玉玲,林思銘,翁重鈞,徐志榮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,環境影響評估法增訂第六條之一條文草案,本院委員鄭天財Sra Kacaw 等 18 人，有鑑於近年來原住民族地區不斷發生大型開發行為，經常涉及原住民族土地，基於原住民族基本法第二十一條規定若開發行為涉及原住民族土地或部落及其周邊一定範圍內之公有土地時，應取得原住民族或部落之同意。於實際運作上常有未取得部落同意而申請進行開發行為之情形，造成開發案件爭議不斷，結果往往使原住民族及部落之基本權利遭受侵害；申請開發單位已執行部分開發行為所造成環境破壞，又因無法竣工而對於地方經濟無法達到任何助益，導致多方皆輸之局面。為全面落實原住民族及部落之同意權，解決現況兩種程序並用之困境，創造雙贏的局面，爰增訂「環境影響評估法」第六條之一條文，增訂原住民族及部落同意權之規定。是否有當？敬請公決。 
383,1,礦業法增訂第六條之一、第三十三條之一及第七十二條之一條文草案,2020/4/7,2023/5/26,三讀,1,1,1,0,陳瑩,伍麗華,高嘉瑜,,,,,,,,,,,,,,,,,,,陳亭妃,邱志偉,何志偉,吳玉琴,范雲,莊競程,陳秀寳,邱泰源,賴品妤,洪申翰,劉建國,陳素月,蔡易餘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礦業法增訂第六條之一、第三十三條之一及第七十二條之一條文草案,本院委員陳瑩、伍麗華、高嘉瑜等 16 人，為維護原住民族自然資源權利，擬具「礦業法增訂第六條之一、第三十三條之一及第七十二條之一條文草案」。是否有當？敬請公決。
384,1,原住民族健康法草案,2020/4/7,2023/5/26,三讀,1,1,1,0,陳瑩,伍麗華,趙正宇,,,,,,,,,,,,,,,,,,,江永昌,吳玉琴,陳秀寳,陳素月,陳亭妃,何志偉,范雲,邱泰源,高嘉瑜,賴品妤,蔡易餘,洪申翰,劉建國,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,原住民族健康法草案,本院委員陳瑩、伍麗華、趙正宇等 16 人，為保障原住民族生命權利，促進原住民族健康發展，特制定「原住民族健康法草案」。是否有當？敬請公決。
385,1,勞工保險條例第五十八條條文修正草案,2020/4/7,2020/4/7,交付審查,0,0,0,0,陳瑩,,,,,,,,,,,,,,,,,,,,,高嘉瑜,蔡易餘,何志偉,陳亭妃,江永昌,范雲,伍麗華,吳玉琴,賴品妤,陳素月,陳秀寳,邱泰源,趙正宇,洪申翰,劉建國,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勞工保險條例第五十八條條文修正草案,本院委員陳瑩等 17 人，鑒於全民健康保險法第四十八條第一項第三款規定，是為顧及山地離島地區醫療資源缺乏，保險對象就醫不便，特規定保險對象於山地離島地區就醫，免依同法第四十三條及第四十七條規定自行負擔費用。惟考量「原住民地區」之 55 個鄉鎮同地處偏遠、幅員遼闊、地廣人稀，醫療資源普遍缺乏，保險對象就醫亦甚為不便，爰擬具「全民健康保險法第四十八條條文修正草案」，酌修第一項第三款規定之文字，使保險對象於離島及原住民地區就醫時，免予自行負擔費用，俾利落實全民健康保險法之立法意旨。是否有當？敬請公決。
386,1,環境影響評估法第三條及第五條條文修正草案,2020/4/7,2020/4/7,交付審查,0,0,0,0,陳瑩,何志偉,,,,,,,,,,,,,,,,,,,,江永昌,吳玉琴,伍麗華,陳亭妃,陳秀寳,邱泰源,趙正宇,蔡易餘,范雲,洪申翰,賴品妤,陳素月,高嘉瑜,劉建國,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,環境影響評估法第三條及第五條條文修正草案,本院委員陳瑩、何志偉等 16 人，鑑於原住民族地區之開發行為，屢屢因開發單位未善盡溝通，及過度開發行為造成環境不良影響而滋生民怨，為提高審查公信力及降低爭議。爰擬具「環境影響評估法第三條及第五條條文修正草案」。是否有當？敬請公決。
387,1,全民健康保險法第四十八條條文修正草案,2020/4/7,2020/11/16,委員會審查,0,0,1,0,陳瑩,,,,,,,,,,,,,,,,,,,,,江永昌,陳秀寳,范雲,劉建國,何志偉,邱泰源,洪申翰,賴品妤,伍麗華,陳素月,趙正宇,蔡易餘,高嘉瑜,陳亭妃,莊瑞雄,莊競程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,全民健康保險法第四十八條條文修正草案,本院委員陳瑩等 17 人，鑒於全民健康保險法第四十八條第一項第三款規定，是為顧及山地離島地區醫療資源缺乏，保險對象就醫不便，特規定保險對象於山地離島地區就醫，免依同法第四十三條及第四十七條規定自行負擔費用。惟考量「原住民地區」之 55 個鄉鎮同地處偏遠、幅員遼闊、地廣人稀，醫療資源普遍缺乏，保險對象就醫亦甚為不便，爰擬具「全民健康保險法第四十八條條文修正草案」，酌修第一項第三款規定之文字，使保險對象於離島及原住民地區就醫時，免予自行負擔費用，俾利落實全民健康保險法之立法意旨。是否有當？敬請公決。
