ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
1215,2,兒童及少年福利與權益保障法第八十三條條文修正草案,2020/10/6,2020/10/6,交付審查,0,0,0,1,王婉諭,陳椒華,邱顯智,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年福利與權益保障法第八十三條條文修正草案,本院時代力量黨團，鑑於維護兒少之健康安全為國人之共識，為配合《學校衛生法》禁止使用基因改造食品之規定，與因應政府開放含萊克多巴胺豬肉進口之政策，爰擬具「兒童及少年福利與權益保障法第八十三條條文修正草案」，禁止相關場所提供含乙型受體素及基因改造食品原料之餐飲，以減除我國兒童及少年暴露之健康風險。是否有當？敬請公決。 
1304,2,兒童及少年福利與權益保障法第八十三條條文修正草案,2020/10/23,2020/10/23,交付審查,0,0,0,0,溫玉霞,張育美,馬文君,李德維,游毓蘭,,,,,,,,,,,,,,,,,陳玉珍,吳怡玎,翁重鈞,魯明哲,鄭正鈐,林文瑞,萬美玲,呂玉玲,洪孟楷,林德福,蔣萬安,廖婉汝,曾銘宗,鄭天財,吳斯懷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年福利與權益保障法第八十三條條文修正草案,本院委員溫玉霞、張育美、馬文君、李德維、葉毓蘭等 20 人，鑒於政府宣布自西元 2021 年元旦起，開放含乙型受體素美豬、其加工製品以及 30 月齡以上美牛，教育部函請各級學校應依《學校衛生法》之規定使用國內優質豬肉、牛肉提供營養午餐或膳食。然而，以補習班形式立案兼營的安親班，以及其他兒少福利機構並非《學校衛生法》規範對象，使得教育部函文的宣示意義大於實質意義，凸顯現行法規在為孩童食品安全的把關上存在重大疏漏；爰擬具「兒童及少年福利與權益保障法第八十三條條文修正草案」，禁止兒童及少年福利機構或兒童課後照顧服務中心供應膳食之食材含有乙型受體素肉品及其加工製品，以保障孩童健康。是否有當？敬請公決。 
1330,2,性別平等教育法第二十七條之一條文修正草案,2020/10/23,2022/1/5,三讀,1,1,1,0,林思銘,,,,,,,,,,,,,,,,,,,,,鄭正鈐,李德維,吳斯懷,孔文吉,張育美,林文瑞,洪孟楷,曾銘宗,魯明哲,廖婉汝,蔣萬安,馬文君,溫玉霞,翁重鈞,陳雪生,陳以信,鄭天財,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別平等教育法第二十七條之一條文修正草案,本院委員林思銘等19人，針對108年全文修正、109年 6月30 日施行之教師法，雖已將涉犯兒童及少年性剝削防制條例案件納入不適任教師之查閱範圍，惟該法條僅適用於具教師身分者，未及於非屬專任教育人員，爰提案修正「性別平等教育法」第二十七條之一，以完備學校其他人員之列管，維護兒少安全。是否有當？敬請公決。 
1490,2,國籍法第四條條文修正草案,2020/12/4,2020/12/4,交付審查,0,0,0,0,羅美玲,何志偉,陳歐珀,,,,,,,,,,,,,,,,,,,林俊憲,賴惠員,陳柏惟,許智傑,湯蕙禎,王美惠,鍾佳濱,賴品妤,羅致政,沈發惠,李昆澤,賴瑞隆,張宏陸,陳秀寳,吳思瑤,管碧玲,黃世杰,伍麗華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國籍法第四條條文修正草案,本院委員羅美玲、何志偉、陳歐珀等 21 人，為保障非本國籍兒少權益，提案修正「國籍法」第四條條文。是否有當？敬請公決。 
1506,2,中華民國刑法部分條文修正草案,2020/12/4,2020/12/4,交付審查,0,0,0,0,高嘉瑜,,,,,,,,,,,,,,,,,,,,,蔡易餘,林俊憲,黃國書,鍾佳濱,郭國文,邱志偉,范雲,陳椒華,莊競程,羅美玲,王美惠,何志偉,羅致政,陳素月,洪申翰,林宜瑾,王婉諭,余天,湯蕙禎,江永昌,邱泰源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中華民國刑法部分條文修正草案,"本院委員高嘉瑜等 22 人，因應現今社會環境轉變，父母或主要照顧者對兒少虐待傷害等案件頻傳，自 2004 年兒少通報案件8,494 件至 2019 年高達 73,973 件兒少兒虐通報案件可知，兒少權益長期遭受漠視，而現行中華民國刑法部分條文規定殺害、傷害、加暴及私行拘禁直系血親尊親屬罪，其法定刑均有加重，原為維護我國傳統之倫理道德，本條規範僅限於直系血親尊親屬已不足回應當前社會期待，基於直系血親間之特殊關係，實不該僅限於直系血親尊親屬，應將直系血親卑親屬也可適用於此條規範之保護，爰提出「中華民國刑法部分條文修正草案」。是否有當？敬請公決。 "
1541,2,兒童及少年福利與權益保障法第五十三條條文修正草案,2020/12/4,2020/12/4,交付審查,0,0,0,0,張育美,,,,,,,,,,,,,,,,,,,,,廖婉汝,陳雪生,孔文吉,林思銘,徐志榮,陳玉珍,鄭天財,林德福,魯明哲,林文瑞,吳斯懷,翁重鈞,溫玉霞,鄭正鈐,吳怡玎,許淑華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年福利與權益保障法第五十三條條文修正草案,本院委員張育美等 17 人，有鑑於我國托嬰中心及幼兒園疑似不當管教、虐待事件頻傳，監察院亦於 108 年對此一現象提出調查報告，就其未能研商整合兒童保護相關立法政策，糾正相關部會，現行兒童及少年福利與權益保障法中，托育人員並未列為責任通報人，顯有缺漏。另為使司法單位及早介入調查，且利於為證據保全，亦應明定主管機關相關告發責任，爰擬具「兒童及少年福利與權益保障法第五十三條條文修正草案」，將托育人員列為通報責任人，另明定主管機關接獲通報後，認有犯罪嫌疑者，得向地方法院檢察署或警察機關進行告發，使司法單位及早介入調查兒虐案件並為證據保全，以期完整保障兒少權益，避免虐待事件再發生。是否有當？敬請公決。 
1542,2,兒童及少年性剝削防制條例第七條條文修正草案,2020/12/4,2023/1/10,三讀,1,1,1,0,張育美,,,,,,,,,,,,,,,,,,,,,陳雪生,廖婉汝,林思銘,徐志榮,吳斯懷,孔文吉,魯明哲,林德福,陳玉珍,林文瑞,溫玉霞,翁重鈞,鄭天財,鄭正鈐,吳怡玎,許淑華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年性剝削防制條例第七條條文修正草案,本院委員張育美等17人，有鑑於我國兒少性剝削案件，22縣市累計受理兒少被害人通報人數，已連續 2 年突破千人大關，且經常發生於短租套房或住商混合大樓中，惟現行法中漏未規範公寓大廈管理服務人員列為通報責任人，恐成防治是類事件之破口；現行《兒童與少年福利法》第五十四條規定，當面臨兒童及少年有未獲適當照顧之虞時，公寓大廈管理服務人員也具通報之義務。為落實聯合國《兒童權利公約》，完善我國對於兒童與青少年之保障，防堵性剝削對兒童與青少年之影響，爰擬具「兒童及少年性剝削防制條例第七條條文修正草案」，將公寓大廈管理服務人員列為通報責任人，進一步保障兒少免於性剝削之風險。是否有當？敬請公決。 
1543,2,兒童及少年性剝削防制條例第八條條文修正草案,2020/12/4,2023/1/10,三讀,1,1,1,0,張育美,,,,,,,,,,,,,,,,,,,,,林思銘,鄭天財,徐志榮,吳斯懷,孔文吉,溫玉霞,魯明哲,林德福,翁重鈞,陳玉珍,林文瑞,鄭正鈐,吳怡玎,許淑華,陳雪生,廖婉汝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年性剝削防制條例第八條條文修正草案,"本院委員張育美等 17 人，鑑於我國兒少性剝削事件層出不窮，根據衛福部統計資料，2019 年違反該條例的 1,372 件通報案中，有 717 件屬於「拍攝、製造兒童或少年為性交或猥褻行為之物品」，不僅是所有犯罪型態中比率最高，且有連年成長的趨勢，較 2017 年修法後，成長了 8%。但根據兒福聯盟引述法務部的統計數據，近三年全台共有6,568 人因涉嫌兒少性剝削案件被警方移送地檢署偵辦，卻只有 1,463 人被起訴，起訴比例只有 22.3%，加上調查時間長，恐影響檢方無法調查而影響後續蒐證工作之進行。爰提具「兒童及少年性剝削防制條例第八條條文修正草案」，將保留司法及檢察調查相關資料的時間，由九十天延長至六個月，以免檢警因無法調查而影響後續蒐證工作之進行，並保障受性剝削之兒童與青少年之司法權益。是否有當？敬請公決。 "
1651,2,兒童及少年福利與權益保障法第二十三條及第四十八條之一條文修正草案,2020/12/4,2020/12/21,委員會審竣,0,1,1,1,王婉諭,邱顯智,陳椒華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年福利與權益保障法第二十三條及第四十八條之一條文修正草案,本院時代力量黨團，有鑑於南韓 N 號房事件引發全球關注，檢視我國情形，網路誘拐兒少事件頻傳，據內政部警政署失蹤人口概況統計，近三年未滿十八歲失蹤兒少人數，每年平均約有七千餘人，而細究兒少失蹤情形，其失蹤原因為離家出走者，佔兒少總失蹤人口之六成；另據民間團體「兒少自願重複離家報告」指出，失蹤兒少普遍存在重複離家出走之情形，顯見離家兒少返家後，其離家原因並未被解決，有待政府機關提供其家庭相關資源協助。現行《兒童及少年福利與權益保障法》第七條並未針對兒少返家後之追蹤、訪視輔導服務予以規範。兒少失蹤、離家問題之防治，涉及警政、社政、教育等單位執掌，亟需跨部門、跨領域、跨專業合作，然而，現行實務上，我國「失蹤兒童少年資料管理中心」僅為民間團體發起，礙於欠缺法源依據，導致服務量能受限，亟須法制化，俾使兒少協尋、輔導機制得以建立。為此，爰擬具「兒童及少年福利與權益保障法第二十三條及第四十八條之一條文修正草案」，使現行失蹤或行方不明之兒童少年之協尋及相關防治工作有明確法源依據，強化我國兒少人身安全之保障，以踐行聯合國兒童權利公約所揭櫫之兒童受保護相關規定。是否有當？敬請公決。 
1652,2,兒童及少年性剝削防制條例部分條文修正草案,2020/12/4,2023/1/10,三讀,1,1,1,1,王婉諭,邱顯智,陳椒華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年性剝削防制條例部分條文修正草案,本院時代力量黨團，有鑑於南韓 N 號房事件引發全球關注，該犯罪行為侵害兒少身體隱私，導致兒少身心嚴重受創。惟，兒童及少年性剝削防制條例自 2017 年上路以來，性剝削被害兒少人數大幅增加，但現行法令對於製造、散布兒少性剝削影像的行為處罰過輕，對持有兒少性剝削影像者僅處以罰鍰及輔導教育，其裁罰刑度無法彰顯保護兒少身心健康安全之價值宗旨，亦難收嚇阻、保護兒少之效。爰此，擬具「兒童及少年性剝削防制條例部分條文修正草案」，俾保護兒少權益，防制兒少性剝削影像所造成之危害。是否有當？敬請公決。 
1711,2,兒童及少年福利與權益保障法增訂第二十二條之一條文草案,2020/12/4,2020/12/21,委員會審查,0,0,1,0,蔣萬安,,,,,,,,,,,,,,,,,,,,,洪孟楷,吳斯懷,曾銘宗,林德福,呂玉玲,陳以信,溫玉霞,鄭正鈐,賴士葆,李德維,江啟臣,馬文君,林奕華,游毓蘭,林思銘,羅明才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年福利與權益保障法增訂第二十二條之一條文草案,"本院委員蔣萬安等 17 人，有鑑於我國去（108）年離婚對數共計5萬4,346對，且離婚事件中約85%是兩願離婚，然現行《兒童及少年福利與權益保障法》中，缺少對於育有未成年子女之離婚父母，妥適安排後續子女照顧及親子關係維繫機制之專業把關，縱部分縣市有推行社區式家事商談服務實施計畫，惟因未有法源依據，推動上遭遇困難且未能不普及。爰提案新增「兒童及少年福利與權益保障法」第二十二條之一，增訂直轄市、縣（市）主管機關應提供未成年子女親權規劃服務，於父母兩願離婚或有親權爭議時，作成未成年子女照顧計畫，透過該服務之提供，以確實保障兒少福祉，並符合兒少最佳利益。是否有當？敬請公決。 "
1871,2,兒童及少年福利與權益保障法增訂第七條之一條文草案,2020/12/24,2020/12/24,交付審查,0,0,0,0,何志偉,,,,,,,,,,,,,,,,,,,,,林俊憲,林楚茵,高嘉瑜,蘇巧慧,周春米,賴香伶,許智傑,郭國文,鍾佳濱,陳素月,劉建國,陳亭妃,黃世杰,黃國書,伍麗華,羅美玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年福利與權益保障法增訂第七條之一條文草案,本院委員何志偉等 17 人，兒少失蹤人口年齡下降，原因複雜，且網路誘拐兒少的手法不斷翻新，應有積極作為阻止此種情況，爰提案「兒童及少年福利與權益保障法」增訂第七條之一條文草案。是否有當？敬請公決。 
1919,2,兒童及少年性剝削防制條例部分條文修正草案,2020/12/24,2023/1/10,三讀,1,1,1,0,范雲,林宜瑾,吳思瑤,陳秀寳,賴品妤,,,,,,,,,,,,,,,,,邱議瑩,林楚茵,湯蕙禎,莊競程,賴惠員,莊瑞雄,邱泰源,江永昌,黃秀芳,許智傑,伍麗華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兒童及少年性剝削防制條例部分條文修正草案,本院委員范雲、林宜瑾、吳思瑤、陳秀寳、賴品妤等 16 人，鑑於網路通訊科技的普及與犯罪型態的快速變化，近年來兒童及少年遭到性剝削之情事不斷增加，根據法務部的統計，近十年來案件平均每年增加 4.4%，被害兒少不僅身心飽受創傷，未來發展也受到嚴重影響。惟我國現行兒童及少年性剝削防制條例不僅在兒少的及時保護上仍有不足，相關防制教育的涵蓋面向及範圍過於侷限，且對製造、散布、持有、觀覽兒少性剝削影像者之罰則皆過輕，難以達到遏阻犯罪、立即保護兒少之效，顯有修正必要。爰擬具「兒童及少年性剝削防制條例部分條文修正草案」，以進一步保障兒少權益。是否有當？敬請公決。 
2182,3,民事訴訟法第一百十四條之一及第二百零七條條文修正草案,2021/4/6,2021/5/31,三讀,1,1,1,0,黃國書,,,,,,,,,,,,,,,,,,,,,沈發惠,蘇巧慧,陳素月,賴惠員,何欣純,林楚茵,趙正宇,黃世杰,吳玉琴,李昆澤,伍麗華,鄭運鵬,吳琪銘,江永昌,郭國文,湯蕙禎,羅美玲,王美惠,管碧玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,民事訴訟法第一百十四條之一及第二百零七條條文修正草案,本院委員黃國書等 20 人，為保障兒少權益，使其免於因訴訟費用影響生計，及基於尊重弱勢之精神，修正與現今人權觀念有悖之文字，爰提出「民事訴訟法第一百十四條之一及第二百零七條條文修正草案」。是否有當？敬請公決。
