ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
435,1,農民退休儲金條例草案,2020/4/10,2020/5/22,三讀,1,1,1,0,鄭天財,廖國棟,孔文吉,,,,,,,,,,,,,,,,,,,游毓蘭,洪孟楷,林德福,鄭正鈐,曾銘宗,楊瓊瓔,陳超明,吳斯懷,羅明才,謝衣鳯,林文瑞,林思銘,李德維,陳玉珍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員鄭天財 Sra Kacaw、廖國棟、孔文吉等 17 人，有鑑於健全農民退休制度乃確立農業、糧食供給穩定重要之一環，是以對於現行之農保、老農津貼、全民健康保險、國民年金等制度下，應整合相關的農保與老農津貼等制度，建立完善農民退休儲金制度，以利維持農民退休生活，並且藉以增進人民選擇繼續從農之誘因，爰擬具「農民退休儲金條例」草案。是否有當？敬請公決。 
436,1,農業保險法草案,2020/4/10,2020/5/12,三讀,1,1,1,0,賴瑞隆,陳歐珀,蘇震清,,,,,,,,,,,,,,,,,,,蔡易餘,鍾佳濱,許智傑,王美惠,羅美玲,郭國文,何欣純,賴品妤,范雲,林宜瑾,管碧玲,邱顯智,湯蕙禎,吳琪銘,陳素月,陳亭妃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農業保險法草案,本院委員賴瑞隆、陳歐珀、蘇震清等 19 人，鑑於農業為高風險產業，無論是天災所造成之產量減損，抑或市場波動影響所導致之收入損失等因素，均可能造成農民收入嚴重影響。過往以政府預算支應災害救助，已不足以分擔農民生產風險。建立符合台灣國情之農業保險營運模式及架構、集合多數農民共同承擔風險，實有相當之必要，爰提出「農業保險法草案」。是否有當？敬請公決。
456,1,農民退休金條例草案,2020/4/17,2020/5/20,三讀,1,1,1,0,楊瓊瓔,翁重鈞,廖國棟,,,,,,,,,,,,,,,,,,,曾銘宗,廖婉汝,孔文吉,鄭天財,林文瑞,洪孟楷,謝衣鳯,陳超明,李德維,鄭正鈐,林奕華,游毓蘭,陳玉珍,李貴敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休金條例草案,本院委員楊瓊瓔、翁重鈞、廖國棟等 17 人，鑑於目前國內已開辦的多項社會保險中，設有老年給付項目者，只有勞保、公保、私立教職員保險、軍人保險及國民年金保險等 5 種。而對農民而言，由於農民健康保險制度內缺乏老年給付項目，且其工作性質又屬於無雇主的自營作業者，再加上農業所得偏低的現實，造成多數農民無力自行規劃養老財務能力，只能以保有農地或繼續務農的方式以維持老年生活之安養保障。農民是一種「職業」而非「身分」，農民年金制度的目的是要讓農民在退休後有更好的生活，農民退休制度長期以來都未建立，未若軍公教與勞工完善，應踏踏實實地建立與其他職業同樣的職業保障和退休制度。為讓農民老有所養、老有所依，讓老年照顧體系更完善，也才能讓更多年輕人願意投入農業，爰提案擬具「農民退休金條例」草案。是否有當？敬請公決。
457,1,農民健康保險條例第二十三條條文修正草案,2020/4/17,2021/12/7,三讀,1,1,1,0,楊瓊瓔,翁重鈞,廖國棟,,,,,,,,,,,,,,,,,,,陳玉珍,林奕華,洪孟楷,孔文吉,謝衣鳯,曾銘宗,林文瑞,鄭正鈐,廖婉汝,廖國棟,李貴敏,鄭天財,李德維,游毓蘭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民健康保險條例第二十三條條文修正草案,本院委員楊瓊瓔、翁重鈞、陳超明等 17 人，有鑑於農民保險之給付請求權，消滅時效為二年，不符合目前公法上之請求權，因五年間不行使而消滅，而基於行政法與社會保險法制間法律秩序規範之一致性，有將農民健康保險條例請求權時效修正為五年之必要，爰提出「農民健康保險條例第二十三條條文修正草案」。是否有當？敬請公決。 
470,1,農民退休儲金條例草案,2020/4/17,2020/5/22,三讀,1,1,1,0,曾銘宗,廖婉汝,謝衣鳯,翁重鈞,,,,,,,,,,,,,,,,,,洪孟楷,楊瓊瓔,游毓蘭,陳以信,吳斯懷,鄭麗文,林為洲,蔣萬安,陳玉珍,張育美,林文瑞,溫玉霞,鄭天財,李德維,林奕華,吳怡玎,林思銘,鄭正鈐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員曾銘宗、廖婉汝、謝衣鳯、翁重鈞等 22 人，鑒於軍公教、勞工等從業人口均享有退休金制度，得以安度晚年生活，然而須看天吃飯以致收入較不穩定的農民，除現有老年農民福利津貼的基本保障外，尚無退休金可養老，致使農民老年生活保障不足。為完善照顧農民退休安養生活，確保農民退休後可獲得基本經濟生活保障，爰提案訂定「農民退休儲金條例」草案。是否有當？敬請公決。 
494,1,農民退休儲金條例草案,2020/4/17,2020/5/22,三讀,1,1,1,0,蘇治芬,蔡易餘,莊瑞雄,賴惠員,,,,,,,,,,,,,,,,,,陳亭妃,蘇震清,邱志偉,劉世芳,范雲,黃秀芳,羅致政,鍾佳濱,蘇巧慧,王美惠,邱泰源,莊競程,張廖萬堅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員蘇治芬、蔡易餘、莊瑞雄、賴惠員等 17 人，鑒於「中華民國建國一百年社會福利政策綱領」中指出，社會保險之目的在於保障全體國民免於因年老、疾病、死亡、身心障礙、生育，以及保障受僱者免於因職業災害、失業、退休，而陷入個人及家庭的經濟危機。據此，其體系應涵蓋職業災害保險、健康保險、年金保險、就業保險、長期照護保險等。政府更應積極縮小因不同職業別與所得等級造成給付水準、所得替代率與給付條件等之差距。我國大多數職業均有退休制度，以我國軍公教人員及勞工為例，分別有軍人保險、公教人員保險及勞工保險等退伍給付、養老給付及老年給付，同時亦可支領退休金之制度，惟農民老年安養缺乏法定之社會安全保障，農民健康保險中欠缺老年給付，僅以補充性質的老農福利津貼發放，缺乏完善退休金制度，農民老年生活保障顯有不足。為健全農民社會安全制度，照顧農民退休安養生活提供經濟生活保障，以鼓勵年輕人投入農業生產，調整農業勞動力結構，參考勞工退休金條例所定勞工退休金等制度，設立農民退休儲金個人專戶（以下簡稱退休儲金專戶），由農民與政府共同提繳農民退休儲金，以供農民未來退休養老使用，爰擬具「農民退休儲金條例」草案。是否有當？敬請公決。
508,1,農民退休儲金條例草案,2020/4/17,2020/5/22,三讀,1,1,1,0,陳素月,莊瑞雄,,,,,,,,,,,,,,,,,,,,劉世芳,王美惠,余天,湯蕙禎,范雲,趙正宇,鍾佳濱,黃世杰,羅美玲,陳秀寳,郭國文,李昆澤,吳琪銘,陳亭妃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員陳素月、莊瑞雄等 16 人，有鑑於我國軍公教人員及勞工分別有軍人保險之退伍給付、公教人員保險之養老給付及勞工保險之老年給付，亦有可支領退休金之制度；反觀農民僅有自願性質農民健康保險，缺乏老年給付，也無退休金制度，對農民老年生活保障嚴重不足。第六次全國農業會議總結論，建議政府應整合農保，老年農民福利津貼與其他社會保險，以老農津貼為基礎，建立農民年金制度，以完整照顧農民退休生活。爰擬具「農民退休儲金條例」草案。是否有當？敬請公決。 
512,1,農民退休儲金條例草案,2020/4/17,2020/5/22,三讀,1,1,1,0,黃世杰,莊瑞雄,陳歐珀,,,,,,,,,,,,,,,,,,,王美惠,鍾佳濱,羅美玲,趙正宇,范雲,陳秀寳,余天,鄭運鵬,湯蕙禎,陳素月,吳玉琴,周春米,郭國文,黃秀芳,黃國書,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員黃世杰、莊瑞雄、陳歐珀等 18 人，依第六次全國農業會議總結論，建議政府應整合農保、老年農民福利津貼（以下簡稱老農津貼）與其他社會保險，並以老農津貼為基礎，在不影響農民權益下，建立農民年金制度，以照顧農民退休安養生活，爰擬具「農民退休儲金條例」草案。是否有當？敬請公決。 
526,1,農民退休儲金條例草案,2020/4/17,2020/5/22,三讀,1,1,1,0,謝衣鳯,楊瓊瓔,廖婉汝,翁重鈞,,,,,,,,,,,,,,,,,,廖國棟,呂玉玲,魯明哲,鄭天財,李貴敏,洪孟楷,曾銘宗,賴士葆,鄭正鈐,吳怡玎,林文瑞,許淑華,林德福,李德維,陳超明,萬美玲,陳雪生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員謝衣鳯、楊瓊瓔、廖婉汝、翁重鈞等 21 人，對於農民除了農民健康保險加上老年農民福利津貼的基本保障外，並沒有退休儲金的附加保障。而軍公教、勞工均有保障晚年經濟生活之社會保險及退休年金制度，因此為更完整照顧農民退休生活，爰提案制定「農民退休儲金條例」草案。是否有當？敬請公決。 
592,1,農民健康保險條例第五條條文修正草案,2020/4/24,2021/12/7,二讀,0,1,1,0,鍾佳濱,羅美玲,黃世杰,何志偉,蔡適應,,,,,,,,,,,,,,,,,伍麗華,吳思瑤,林宜瑾,王美惠,陳秀寳,林楚茵,趙天麟,郭國文,沈發惠,黃國書,余天,洪申翰,江永昌,吳玉琴,范雲,賴惠員,蘇巧慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民健康保險條例第五條條文修正草案,本院委員鍾佳濱、羅美玲、黃世杰、何志偉、蔡適應等 22 人，農村人口老化且長期缺工，政府鼓勵青壯退伍軍人從農，惟已領取軍人保險退伍給付者，不得參加農民健康保險條例，對於所支領之軍保退伍給付未具備退休養老功能者，顯不合理，爰擬具「農民健康保險條例」第五條條文修正草案。是否有當？敬請公決。
598,1,農民退休儲金條例草案,2020/4/24,2020/5/22,三讀,1,1,1,0,劉建國,,,,,,,,,,,,,,,,,,,,,楊曜,黃國書,吳琪銘,洪申翰,林岱樺,湯蕙禎,李昆澤,吳玉琴,趙天麟,何欣純,王美惠,莊瑞雄,賴惠員,郭國文,余天,張廖萬堅,黃秀芳,陳素月,陳秀寳,范雲,莊競程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員劉建國等 22 人，國家為改良農民之生活，增進其生產技能，應制定保護農民之法律，實施保護農民之政策，中華民國憲法第一百五十三條第一項定有明文。老年農民福利津貼暫行條例係國家為實現基本國策所制定之法律，並為農民健康保險條例尚未增列老年給付項目前之權宜措施。當前我國軍公教人員及勞工分別有軍人保險、公教人員保險及勞工保險之退伍給付、養老給付及老年給付，亦有可支領退休金之制度；農民所參加之農民健康保險（以下簡稱農保）欠缺老年給付，亦無退休金制度，農民老年生活保障尚有不足。又第六次全國農業會議總結論，建議政府應整合農保、老年農民福利津貼（以下簡稱老農津貼）與其他社會保險，並以老農津貼為基礎，在不影響農民權益下，建立農民年金制度，以照顧農民退休安養生活。爰此特擬具「農民退休儲金條例草案」。是否有當？敬請公決。
656,1,農業部組織法草案,2020/5/1,2023/5/16,三讀,1,1,1,0,陳明文,蔡易餘,蘇治芬,陳亭妃,邱志偉,,,,,,,,,,,,,,,,,蘇震清,邱議瑩,許智傑,何欣純,邱臣遠,邱泰源,陳秀寳,余天,羅美玲,張宏陸,林俊憲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農業部組織法草案,本院委員陳明文、蔡易餘、蘇治芬、陳亭妃、邱志偉等 16 人，鑑於近年來氣候變遷加劇，全球面臨糧食安全危機與自然資源枯竭問題，農業從過去傳統單一供應糧食之角色，逐漸轉型為兼顧糧食安全、鄉村發展、現代化經營等多功能面向，與民眾飲食、生活息息相關，為促進台灣農業永續發展，落實照顧農民權益，爰擬具「農業部組織法」草案。是否有當？敬請公決。
684,1,農業發展條例第十條條文修正草案,2020/5/1,2020/5/5,交付審查,0,0,0,0,林文瑞,溫玉霞,鄭天財,翁重鈞,傅崐萁,,,,,,,,,,,,,,,,,許淑華,林思銘,李德維,孔文吉,陳玉珍,謝衣鳯,羅明才,魯明哲,徐志榮,蔣萬安,游毓蘭,林德福,廖婉汝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農業發展條例第十條條文修正草案,本院委員林文瑞、溫玉霞、鄭天財 Sra Kacaw、翁重鈞、傅崐萁等 18 人，鑒於農業發展條例於民國 89 年修正時，即於第十條第一項後段明定「其變更之條件、程序，另以法律定之。」，然修法迄今已逾 20 年，行政機關卻始終未針對本法第十條另行提出法律案，皆引用本條第二項「在前項法律未制定前，關於農業用地劃定或變更為非農業使用，依現行相關法令之規定辦理。」，顯有行政怠惰之疑慮。為維護法制，並確保農民權益，爰擬具「農業發展條例第十條條文修正草案」，要求行政機關應於兩年內另訂法律，以為周全。是否有當？敬請公決。 
686,1,老年農民福利津貼暫行條例第四條條文修正草案,2020/5/1,2023/11/20,委員會審查,0,0,1,0,林文瑞,溫玉霞,鄭天財,翁重鈞,傅崐萁,,,,,,,,,,,,,,,,,孔文吉,魯明哲,游毓蘭,許淑華,謝衣鳯,徐志榮,林德福,林思銘,李德維,陳玉珍,蔣萬安,羅明才,廖婉汝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,老年農民福利津貼暫行條例第四條條文修正草案,本院委員林文瑞、溫玉霞、鄭天財Sra Kacaw、翁重鈞、傅崐萁等 18 人，依現行老年農民福利津貼暫行條例之規定，我國老年農民福利津貼係參照中央主計機關發布之消費者物價指數（CPI）為調整準據，以每月七千元為基底，自民國一百零一年起四年檢討一次。而我國消費者物價指數呈穩定成長之趨勢，應縮短檢討時程，以落實對老年農民基本經濟之保障，爰擬具「老年農民福利津貼暫行條例」第四條條文修正草案。是否有當？敬請公決。 
736,1,農民健康保險條例第五條條文修正草案,2020/5/8,2021/12/7,二讀,0,1,1,0,林岱樺,,,,,,,,,,,,,,,,,,,,,陳明文,吳琪銘,陳素月,蘇治芬,陳亭妃,張廖萬堅,鍾佳濱,鄭天財,邱臣遠,劉櫂豪,邱志偉,賴品妤,范雲,陳柏惟,黃秀芳,何欣純,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民健康保險條例第五條條文修正草案,本院委員林岱樺等 17 人，針對台灣農業勞動力人口長期高齡化，平均農民年齡高達 63 歲，且出現農村勞力斷層。而政府一方面輔導服役期間較短之青壯退伍軍人轉職從農，現行法令在另一方面卻未能配合修正，限制已領取退伍給付之退伍軍人從事農業者，不論服役期間長短，一律不得參加農民健康保險，嚴重影響其退休養老權益，顯不合理。為保障服役期間較短之青壯退伍軍人務農者退休權益，爰擬具「農民健康保險條例」第五條條文修正草案。是否有當，敬請公決。
791,1,農民退休儲金條例草案,2020/5/15,2020/5/22,三讀,1,1,1,0,賴瑞隆,,,,,,,,,,,,,,,,,,,,,陳柏惟,李昆澤,黃國書,鍾佳濱,賴品妤,湯蕙禎,許智傑,王美惠,楊曜,劉建國,邱泰源,羅美玲,江永昌,陳椒華,蘇巧慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農民退休儲金條例草案,本院委員賴瑞隆等 16 人，鑒於我國農民所參加之農民健康保險欠缺老年給付，亦無可支領退休金之機制，農民於老年退休後生活顯有保障不足。為完備農民退休制度，提高農民老年經濟生活保障，並鼓勵青年投入農業生產，藉以達成調整農業勞動力結構、促進老農安心離農等政策目標，爰擬具「農民退休儲金條例」草案。是否有當？敬請公決。 
