ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
360,1,敬老福利生活津貼暫行條例第三條條文修正草案,2005/5/13,2007/12/21,二讀,0,1,1,0,林春德,曾華德,林正二,邱鏡淳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林德福,鍾紹和,黃義交,鄭金玲,李鴻鈞,高思博,呂學樟,林惠官,蔡勝佳,顧崇廉,徐耀昌,李慶安,陳志彬,李永萍,趙良燕,劉文雄,楊仁福,真人箱,廖國棟,陳瑩,孔文吉,陳秀惠,謝國樑,吳清池,孫大千,沈智慧,傅崐萁,李復興,蔡豪,李嘉進,朱鳳芝,黃昭順,張慶忠,郭素春,林建榮,陳根德,徐少萍,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林春德、曾華德、林正二、邱鏡淳等 41人,為落實 原住民族權益保障, 提出「敬老福利津貼暫行條例」第三 條條文修正案,是否有當?請公決。"
386,1,原住民敬老福利生活津貼暫行條例第三條條文修正草案,2005/5/13,2005/5/13,交付審查,0,0,0,0,林春德,林正二,邱鏡淳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,廖國棟,楊仁福,陳瑩,陳秀惠,孔文吉,章仁香,吳清池,鄭金玲,徐耀昌,陳志彬,林德福,鍾紹和,沈智慧,趙良燕,邱毅,傅崐萁,蔡勝佳,吳志揚,蔡豪,陳根德,徐少萍,林建榮,郭素春,黃昭順,吳敦義,朱鳳芝,李嘉進,吳成典,蘇起,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林春德、林正二、邱鏡淳等 33人,為落實原住民族 權益保障,爱提出「原住民敬老福利生活津貼暫行條例」第 三條條文修正案,是否有當?請公決。"
395,1,原住民族傳統土地回復條例草案,2005/5/20,2006/4/3,委員會審查,0,0,1,0,楊仁福,孔文吉,廖國棟,曾華德,林正二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林鴻池,張慶忠,葉芳雄,伍錦霖,侯彩鳳,吳清池,劉盛良,卓伯源,徐少萍,林建榮,曹爾忠,周錫瑋,白添枝,賴士葆,陳秀惠,黃健庭,李嘉進,林春德,黃義交,陳秀卿,林益世,謝國樑,劉文雄,朱鳳芝,劉銓忠,黃志雄,李全教,朱俊曉,趙良燕,劉政鴻,翁重鈞,廖婉汝,徐耀昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員楊仁福、孔文吉、廖國棟、曾華德、林正二等 38人 ,擬具「原住民族傳統土地回復條例」草案,據以回復原住 民族對傳統土地之永續經營,保障原住民族權益,是否有當 ?請公決。"
419,1,敬老福利生活津貼暫行條例第三條條文修正草案,2005/5/20,2007/12/21,二讀,0,1,1,0,侯水盛,鄭朝明,盧博基,何敏豪,江昭儀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郭玟成,鄭運鵬,余政道,王塗發,王世堅,莊和子,蔡啟芳,吳秉叡,蔡同榮,王世勛,陳憲中,林進興,李俊毅,王幸男,王榮璋,邱永仁,陳重信,潘孟安,林淑芬,郭正亮,黃偉哲,藍美津,曹來旺,陳明真,湯火聖,邱創進,高建智,沈發惠,高志鵬,管碧玲,吳富貴,陳秀惠,陳瑩,陳銀河,黃適卓,曾燦燈,黃政哲,廖本煙,羅志明,黃宗源,尹伶瑛,劉寬平,顏文章,謝欣霓,彭紹瑾,章仁香,陳景峻,林耘生,林岱樺,盧秀燕,郭榮宗,蔡豪,羅明才,吳志揚,邱鏡淳,,,,,,,,,"本院委員侯水盛、鄭朝明、盧博基、何敏豪、江昭儀等 60人 ,針對「敬老福利生活津貼暫行條例」第三條關於請領福利 津貼資格者之條件限制,其中第一項第五款規定「個人所有 之土地及房屋價值合計新臺幣五百萬元以上」,並未區分土 地及房屋之類型;惟公共設施保留地、具公用地役關係之既 成道路及原住民保留地等,其使用受到法令相當之限制,如 亦缺乏經濟效益,將之列入個人不動產計算,顯然無法反應 真實狀況。再者,社會救助法第五條之二,業已將未產生經 濟效益之公共設施保留地及具公用地役關係之既成道路及未 產生經濟效益之原住民保留地不列入財產計算,為求進一步 落實本條例意旨,爱擬具「敬老福利生活津貼暫行條例第三 條」修正案。是否有當?敬請公決。"
435,1,原住民敬老福利生活津貼暫行條例第三條條文修正草案,2005/5/20,2005/5/20,交付審查,0,0,0,0,侯水盛,陳瑩,鄭朝明,盧博基,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郭玟成,鄭運鵬,余政道,王塗發,王世堅,莊和子,蔡啟芳,黃偉哲,蔡同榮,邱創進,陳憲中,林建興,李俊毅,王幸男,高建智,邱永仁,江昭儀,陳重信,潘孟安,王世勛,郭正亮,吳秉叡,藍美津,曹來旺,陳明真,湯火聖,沈發惠,王榮璋,林淑芬,高志鵬,管碧玲,吳富貴,吳敦義,陳秀惠,蔡豪,楊仁福,謝欣霓,吳志揚,顏文章,郭榮宗,彭紹瑾,陳景峻,孔文吉,章仁香,,,,,,,,,,,,,,,,,,,,"本院委員侯水盛、陳瑩、鄭朝明、盧博基等 48人,針對「原 住民敬老福利生活津貼暫行條例」第三條關於請領福利津貼 資格者之條件限制,其中第一項第六款規定「個人所有之土 地及房屋價值合計新臺幣五百萬元以上」,並未區分土地及 房屋之類型;惟公共設施保留地、具公用地役關係之既成道 路及原住民保留地等,其使用受到法令相當之限制,如亦缺 乏經濟效益,將之列入個人不動產計算,顯然無法反應真實 狀況。再者,社會救助法第五條之二,業已將未產生經濟效 益之公共設施保留地及具公用地役關係之既成道路及未產生 經濟效益之原住民保留地不列入財產計算,為求進一步落實 本條例意旨, 擬具「原住民敬老福利生活津貼暫行條例第 三條」修正案。是否有當?敬請公決。"
490,2,原住民敬老福利生活津貼暫行條例第三條條文修正草案,2005/9/13,2005/9/13,交付審查,0,0,0,0,廖國棟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,周守訓,吳敦義,侯彩鳳,林益世,李嘉進,鄭金玲,盧秀燕,李全教,費鴻泰,朱鳳芝,劉政鴻,黃昭順,何智輝,李紀珠,沈智輝,帥化民,林正峰,徐少萍,林建榮,蘇起,徐耀昌,廖婉汝,張慶忠,呂學樟,蔡正元,黃志雄,翁重鈞,楊仁福,孔文吉,江連福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員廖國棟等 31人,有鑑於現行原住民敬老福利生活津 貼暫行條例,將個人所有之土地及房屋價值合計新臺幣五百 萬元之原鄉長者,排除於領取津貼範圍之外,此排富條款並 不適用於原鄉之老人家,特擬具原住民敬老福利生活津貼暫 行條例第三條修正案,是否有當?敬請公決。"
584,2,公益彩券發行條例第八條條文修正草案,2005/9/30,2007/3/2,三讀,1,1,1,0,廖本煙,楊仁福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,潘維剛,李鎮楠,王塗發,盧博基,陳銀河,黃宗源,吳秉叡,盧天麟,江昭儀,徐國勇,張慶惠,郭榮宗,薛凌,王世勛,侯水盛,林為洲,何敏豪,陳啟昱,蕭美琴,曹來旺,王幸男,莊和子,鄭國忠,黃昭輝,藍美津,余政道,陳秀惠,邱創進,李俊毅,李明憲,黃政哲,劉寬平,郭林勇,王世堅,徐志明,王淑慧,羅志明,尹伶瑛,陳憲中,鄭朝明,李昆澤,高建智,彭紹瑾,黃偉哲,張川田,莊碩換,林正二,蔡正元,江連福,,,,,,,,,,,,,,,"本院委員廖本煙、楊仁福等 51人,為保障社會弱勢者取得公 益彩券經銷商資格、防止人頭戶情形,並擴大身心障礙者、 原住民就業機會,以保障公益彩券成立之公益目的,特提公 益彩券發行條例第八條修正條文,是否有當,請公決。"
598,2,山坡地保育利用條例第三十七條條文修正草案,2005/9/30,2006/5/23,三讀,1,1,1,0,陳瑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李復興,羅世雄,藍美津,紀國棟,林春德,張慶惠,謝國樑,陳根德,魏明谷,鄭運鵬,羅志明,趙良燕,吳敦義,林炳坤,邱創進,邱鏡淳,何敏豪,鄭國忠,曹來旺,謝欣霓,陳銀河,鍾紹和,蔡其昌,黃淑英,黃昭順,彭添富,陳景峻,顏文章,李昆澤,王塗發,侯水盛,沈發惠,潘維剛,林正二,柯淑敏,顧崇廉,楊仁福,廖本煙,周守訓,郭玟成,羅明才,曾燦燈,陳憲中,林耘生,,,,,,,,,,,,,,,,,,,,"本院委員陳瑩等 45人,就「山胞」名稱早已於八十三年八月 一日修憲中正名為原住民,然山坡地保育利用條例第三十七 條仍然使用「山胞」一詞,明顯違憲!爱提出「山坡地保育 利用條例部分條文修正草案」,是否有當?敬請公決。"
599,2,公職人員選舉罷免法部分條文修正草案,2005/9/30,2006/1/13,復議,0,0,0,0,陳瑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李復興,羅世雄,藍美津,紀國棟,張慶惠,謝明源,湯火聖,魏明谷,江連福,鄭運鵬,陳根德,孫大千,陳秀惠,羅志明,趙良燕,黃淑英,柯淑敏,郭玟成,陳銀河,盧博基,林耘生,鍾紹和,曾燦燈,張顯耀,林正二,廖本煙,楊仁福,顧崇廉,蘇起,王世勛,陳朝龍,邱鏡淳,蔡豪,莊碩漢,蔡其昌,沈發惠,杜文卿,章仁香,侯水盛,王塗發,李昆澤,王榮璋,顏文章,吳敦義,彭添富,陳景峻,劉寬平,鄭國忠,何敏豪,,,,,,,,,,,,,,,"本院委員陳瑩等 51人,就「山胞」名稱早已於八十三年八月 一日修憲中正名為原住民,然公職人員選舉罷免法相關原住 民族條文,如第十六條、第二十五條、第三十七條、第三十 八條之二、第五十七條、第四十一條、第六十五條、第六十 五條之一、第六十八條之一等,仍然使用「山胞」一詞,明 顯達憲!爱提出「公職人員選舉罷免法部分條文修正草案」 ,是否有當?敬請公決。"
676,2,原住民族傳統智慧創作保護法草案,2005/10/21,2007/12/7,三讀,1,1,1,0,楊仁福,廖國棟,曾華德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,孔文吉,林鴻池,張慶忠,吳育昇,伍錦霖,侯彩鳳,潘維剛,江昭儀,劉盛良,卓伯源,葉芳雄,賴士葆,吳清池,徐少萍,林建榮,葉宜津,高思博,邱創進,蔡家福,黃昭順,朱鳳芝,費鴻泰,林正峰,林滄敏,顧崇廉,洪玉欽,謝國樑,張碩文,謝文政,林春德,林正二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員楊仁福、廖國棟、曾華德等 39人,為保護原住民族 傳統智慧創作,並進而發揚民族文化之精神,特擬具「原住 民族傳統智慧創作保護法」草案,是否有當?請公決。"
764,2,原住民敬老福利生活津貼暫行條例第三條及第十三條條文修正草案,2005/11/4,2005/11/4,交付審查,0,0,0,1,林炳坤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,針對臺灣地區老年人口比例逐年增 加,所得分配卻不斷惡化,特別是原住民族家戶所得未隨國 內經濟發展同步成長,使原住民族老年人口經濟安全問題益 形嚴重。因此在國民年金制度尚未訂定以前,實有必要提高 政府對老年原住民族之經濟扶助,作為過渡時期老人經濟安 全制度之前置措施。 擬具原住民敬老福利生活津貼暫行條 例部分條文修正草案,將現行老年原住民津貼發放金額由每 月三千元提高至每月一萬元;是否有當,敬請公決。"
769,2,自由貿易港區設置管理條例第十二條條文修正草案,2005/11/11,2007/7/19,二讀,0,1,1,0,黃宗源,唐碧娥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄭金玲,蔡其昌,彭添富,劉銓忠,吳清池,林岱樺,羅明才,李敖,李明憲,陳朝龍,林滄敏,張昌財,張碩文,謝欣霓,徐少萍,郭玟成,陳銀河,洪奇昌,廖本煙,郭榮宗,楊宗哲,顧崇廉,翁重鈞,李鎮楠,羅志明,吳秉叡,徐耀昌,蔡同榮,蔡啟芳,陳憲中,湯火聖,何敏豪,郭正亮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃宗源、唐碧娥等 35人,有鑒於「自由貿易港區設 置管理條例」第十二條第二項中規定,應僱用百分之五的原 住民勞工,此一原住民保障條款不僅根本沒有辦法保障原住 民之真正權益,且事實上該條文窒礙難行,因此,為有效落 實原住民工作機會暨鼓勵廠商進駐自由貿易港區的意願。爱 此,特擬具「自由貿易港區設置管理條例第十二條修正條文 」草案,將百分之五門檻刪除,並增訂具有原住民身分之勞 工朋友應優先任用。是否有當,請公決案。"
802,2,行政院福佬委員會組織條例草案,2005/11/18,2007/12/21,二讀,0,1,1,0,顏清標,王淑慧,藍美津,王幸男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曾燦燈,何敏豪,張麗善,羅志明,黃政哲,蔡勝佳,林德福,楊仁福,尹伶瑛,尤清,黃偉哲,王世堅,鄭朝明,黃適卓,江昭儀,莊和子,莊碩漢,林進興,高建智,郭正亮,沈發惠,陳秀惠,潘孟安,吳秉叡,林重謨,張慶惠,黃劍輝,陳啟昱,林淑芬,李昆澤,張俊雄,邱永仁,林炳坤,陳銀河,黃昭順,鄭金玲,林為洲,陳明真,葉宜津,蔡其昌,林濁水,黃淑英,陳重信,吳光訓,孫大千,王榮璋,王塗發,李敖,李鴻鈞,雷倩,顏文章,魏明谷,謝明源,廖本煙,劉寬平,林耘生,陳朝龍,鄭國忠,盧天麟,林正二,杜文卿,林國慶,,"本院委員顏清標、王淑慧、藍美津、王幸男等 66人,針對台 灣的福佬文化,從日據時代以來,先後遭到日本政府「殖民 政策」的踩 與踐踏以及「國語政策」之強勢推行,包括文 化之傳承發揚、人才教育之規劃培養、語文之保存及推廣、 民俗禮儀與宗教研究等都長期處在被壓抑和被扭曲的艱困環 境之中,至今逐漸消失、凋零。本席等認為,前述福佬文化 復興各類相關工作,亟待政府成立專責機構統籌規劃辦理, 爱參考政府成立行政院原住民族委員會、行政院客家委員會 之模式,擬具行政院福佬委員會組織條例草案,是否有當? 請公決。"
