ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
559,2,學校教職員退休條例增訂第八條之一條文草案,2005/9/23,2006/1/13,二讀,0,1,1,0,王淑慧,藍美津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李俊毅,徐志明,潘孟安,林重謨,黃偉哲,吳秉叡,陳重信,王幸男,李鎮楠,余政道,鄭運鵬,李昆澤,郭玟成,徐國勇,高志鵬,吳富貴,侯水盛,冠碧玲,謝欣霓,陳朝龍,高建智,林進興,蔡啟芳,蔡同榮,黃昭輝,林國慶,邱永仁,林淑芬,謝明源,陳憲中,陳瑩,林為洲,張花冠,杜文卿,莊和子,江昭儀,邱創進,郭俊銘,張俊雄,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王淑慧、藍美津等 41人,為了大學之教學與研究應 理論與實用兼具,將大學研發成果落實移轉於產業,提升產 業技術水準,帶動經濟發展,政府稅收增加,才能回饋到大 學教學與研究經費,而產生良性循環。政府近十餘年來的努 力,已使我國大學研究設備充實,能力提升,惟學校研究成 果仍偏向於學術論文發表之質與量,而較少落實於產業技術 之提升,因而對我國經濟發展之貢獻仍有成長空間。為鼓勵 大專校院專任教師配合產學合作,放寬教師兼職、留職停薪 借調之相關規定,擬具「學校教職員退休條例增訂第八條之 一條文草案」,是否有當,敬請公決。"
560,2,教育人員任用條例部分條文修正草案,2005/9/23,2005/11/24,委員會審查,0,0,1,0,王淑慧,藍美津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李俊毅,徐志明,潘孟安,林重謨,李鎮楠,黃偉哲,吳秉叡,王幸男,陳重信,余政道,鄭運鵬,管碧玲,蔡同榮,侯水盛,陳朝龍,高建智,林進興,邱創進,黃昭輝,邱永仁,蔡啟芳,李昆澤,謝明源,林國慶,陳瑩,莊碩漢,陳憲中,莊和子,郭玟成,徐國勇,高志鵬,吳富貴,謝欣霓,江昭儀,林淑芬,林為洲,郭俊銘,張花冠,杜花冠,張俊雄,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王淑慧、藍美津等 42人,為了大學之教學與研究應 理論與實用兼具,將大學研發成果落實移轉於產業,提升產 業技術水準,帶動經濟發展,政府稅收增加,才能回饋到大 學教學與研究經費,而產生良性循環。政府近十餘年來的努 力,已使我國大學研究設備充實,能力提升,惟學校研究成 果仍偏向於學術論文發表之質與量,而較少落實於產業技術 之提升,因而對我國經濟發展之貢獻仍有成長空間。為鼓勵 大專校院專任教師配合產學合作,放寬教師兼職、留職停薪 借調之相關規定,擬具「教育人員任用條例第三十四條、第 三十四條之一修正草案」,是否有當,敬請公決。"
561,2,學校教職員撫卹條例第十七條條文修正草案,2005/9/23,2006/1/13,二讀,0,1,1,0,王淑慧,藍美津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李俊毅,徐志明,潘孟安,林重謨,陳朝龍,黃偉哲,吳秉叡,李鎮楠,王幸男,陳重信,高建智,余政道,鄭運鵬,管碧玲,李昆澤,蔡同榮,侯水盛,林進興,邱創進,陳憲中,邱永仁,黃昭輝,林國慶,蔡啟芳,謝明源,杜文卿,林為洲,莊碩漢,張花冠,郭玟成,徐國勇,高志鵬,吳富貴,謝欣霓,江昭儀,林淑芬,郭俊銘,陳瑩,薛凌,莊和子,張俊雄,,,,,,,,,,,,,,,,,,,,,,,"本院委員王淑慧、藍美津等 43人,為了大學之教學與研究應 理論與實用兼具,將大學研發成果落實移轉於產業,提升產 業技術水準,帶動經濟發展,政府稅收增加,才能回饋到大 學教學與研究經費,而產生良性循環。政府近十餘年來的努 力,已使我國大學研究設備充實,能力提升,惟學校研究成 果仍偏向於學術論文發表之質與量,而較少落實於產業技術 之提升,因而對我國經濟發展之貢獻仍有成長空間。為鼓勵 大專校院專任教師配合產學合作,放寬教師兼職、留職停薪 借調之相關規定,擬具「學校教職員撫仰條例第十七條條文 修正草案」,是否有當,敬請公決。"
675,2,教師法部分條文修正草案,2005/10/21,2005/12/19,委員會審查,0,0,1,0,王淑慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳朝龍,潘孟安,藍美津,李鎮楠,林鴻池,吳育昇,侯彩鳳,莊和子,彭紹瑾,陳秀惠,杜文卿,湯火聖,顏文章,高建智,羅志明,沈發惠,林重謨,邱永仁,黃義交,莊碩漢,侯水盛,林國慶,王塗發,張慶忠,劉盛良,黃昭輝,王幸男,王世勛,林為洲,何敏豪,蔡同榮,蕭美琴,尤清,黃劍輝,張川田,張慶惠,許榮淑,陳憲中,趙永清,高志鵬,吳秉叡,蔡其昌,鄭運鵬,黃偉哲,郭玟成,賴清德,,,,,,,,,,,,,,,,,,"本院委員王淑慧等 47人,為處理不適任教師問題,擬具教師 法部分條文修正草案,是否有當?敬請公決。"
739,2,教師退休資遣撫卹條例草案,2005/10/28,2005/10/28,交付審查,0,0,0,1,潘維剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,為落實教師法第二十四條及第二十五條之 規定,同時建立公私立學校教師退撫制度,以保障教師之權 益。爱制定「教師退休資遣撫印條例」草案,是否有當,敬 請公決。"
798,2,教師待遇條例草案,2005/11/18,2005/11/18,交付審查,0,0,0,0,李慶安,洪秀柱,王昱婷,曾燦燈,王世勛,李慶安,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,,,廖婉汝,周錫瑋,梅長錡,江連福,雷倩,陳瑩,呂學樟,馮定國,吳育昇,周守訓,黃志雄,何智輝,曹爾忠,黃健庭,趙良燕,黃義交,孫大千,邱鏡淳,林鴻池,郭素春,伍錦霖,林德福,林益世,徐耀昌,吳成典,李嘉進,李永萍,蔡正元,李鴻鈞,章仁香,王拓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李慶安、洪秀柱、王昱婷、曾燦燈、王世勋、李慶 華、鄭金玲等38人,為使各級公私立學校教師之待遇法制化 ,明訂教師敘薪及發給績效獎金之標準及要件,俾使現行公 立學校教師之敘薪、晉級及績效獎金等取得法源依據;同時 為維護軍訓護理課程之現職護理教師之基本權益,避免私立 高中職以上學校,因增加經費負擔對護理教師採取不續聘或 任意資遣, 擬具「教師待遇條例草案」,是否有當?敬請 公決。"
800,2,教育人員任用條例第四十條條文修正草案,2005/11/18,2006/1/13,三讀,1,1,1,0,洪秀柱,黃志雄,黃昭順,黃德福,費鴻泰,朱鳳芝,周守訓,彭添富,林正峰,,,,,,,,,,,,,,,,,,,,,,,,,鄭金玲,李慶安,郭素春,蔡正元,羅世雄,賴士葆,章仁香,曹壽民,吳育昇,白添枝,楊仁福,何智輝,王昱婷,蔡豪,吳成典,李永萍,鍾紹和,蘇起,沈發惠,林德福,陳根德,黃偉哲,伍錦霖,高思博,黃敏惠,柯淑敏,紀國棟,林春德,吳松柏,翁重鈞,江連福,李顯榮,孫大千,林正二,黃健庭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員洪秀柱、黃志雄、黃昭順、黃德福、費鴻泰、朱鳳 芝、周守訓、彭添富、林正峰等47人,鑑於教育人員任用條 例,雖於民國九十二年十二月四日三讀通過第二條及增訂第 二十二條之一,正式將專任運動教練納入教育人員適用範圍 ,此項修正與國民體育法第十三條修正,不僅共同為優秀運 動教練與選手開闢一發揮專長之就業管道,對我國競技運動 之發展更具正面、深遠之影響,堪稱立下體育發展史之里程 碑。然該法公布實施迄今已逾一年九個月,有關教練法制化 卻遲未落實,實令各界深感失望。究其癥結在於運動教練非 屬教師身分,其任用之職務等級、待遇、退撫、保險及進修 …………等事宜,能否準用教師之相關規定,相關單位意見分歧 、未積極解決,且因欠缺法源依據授權主管機關定之,致使 教練法制化之推動陷於瓶頸、停滯不前。為使專任運動教練 依法任用制度臻於完善、早日落實,爱擬具「教育人員任用 條例第四十條修正案」,是否有當?敬請公決。"
816,2,教師法部分條文修正草案,2005/11/25,2005/11/25,交付審查,0,0,0,0,洪秀柱,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,帥化民,楊瓊瓔,雷倩,林正二,蘇起,趙良燕,吳成典,林春德,伍錦霖,紀國棟,孫大千,吳志揚,林德福,翁重鈞,王昱婷,黃敏惠,黃昭順,費鴻泰,郭素春,鄭金玲,李慶安,羅明才,高思博,吳松柏,黃健庭,林建榮,劉盛良,廖婉汝,楊仁福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員洪秀柱、朱鳳芝等 32人,因「教師法」中有關教師 組織部分規範過於簡略,以致教師組織運作發生困境,特別 提出修正條文。是否有當,提請公決。"
825,2,師資培育法增訂第二十三條之一條文草案,2005/12/6,2005/12/6,交付審查,0,0,0,0,黃健庭,王世勛,朱鳳芝,盧秀燕,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅世雄,陳根德,曾燦燈,雷倩,黃敏惠,洪秀柱,李永萍,蔡啟芳,管碧玲,王拓,陳秀惠,林淑芬,林樹山,曹來旺,黃昭順,蘇起,鍾紹和,蔡豪,楊仁福,李慶安,伍錦霖,吳成典,郭素春,何智輝,陳杰,吳志揚,蔡家福,林為洲,顧崇廉,楊宗哲,林岱樺,費鴻泰,趙良燕,廖婉汝,劉盛良,丁守中,紀國棟,侯彩鳳,林建榮,周守訓,林正二,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃健庭、王世勋、朱鳳芝、盧秀燕、楊瓊櫻等46人 ,為配合高級中等學校「軍訓課」改為「國防通識課」之師 資需要,爱提出「師資培育法第二十三條之一」修正案,將 軍訓教官納入師資培育之對象,輔導其取得合格教師資格, 是否有當,敬請公決。"
866,2,教師法增訂第三十五條之一條文草案,2005/12/23,2006/5/5,三讀,1,1,1,1,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,針對各級學校專業、技術科目教師,及擔 任軍訓護理課程之護理教師之資遣、申訴、進修、待遇等權 益之相關規定,特提案擬具「教師法增訂第三十五條之一條 文草案」,是否有當,敬請公決。"
867,2,學校教職員退休條例第十八條條文修正草案,2005/12/23,2007/6/15,三讀,1,1,1,1,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,為確保護理教師退休權益,特提案修訂「 學校教職員退休條例第十八條條文修正草案」,是否有當, 敬請公決。"
1043,3,教師法第三十五條條文修正草案,2006/4/21,2006/4/21,交付審查,0,0,0,1,呂學樟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,有鑒於軍訓護理教師之資格雖已明確規定 於教育人員任用條例中,但其他有關護理教師權益保障問題 卻付之闕如,為保障渠等基本權益,爱擬具「教師法第三十 五條條文修正草案」。是否有當?敬請公決。"
1061,3,臺灣地區與大陸地區人民關係條例第三十五條條文修正草案,2006/4/28,2006/12/4,委員會審查,0,0,1,0,賴士葆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝國樑,費鴻泰,吳成典,吳育昇,雷倩,羅明才,洪玉欽,曾永權,孔文吉,朱鳳芝,黃偉哲,許舒博,吳清池,侯彩鳳,張慶忠,楊仁福,林德福,柯俊雄,林正峰,羅世雄,張昌財,吳英毅,白添枝,許榮淑,朱俊曉,徐少萍,潘維剛,陳進丁,洪秀柱,曹壽民,蔡勝佳,黃健庭,邱毅,江義雄,蔡錦隆,徐中雄,帥化民,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員洪秀柱、朱鳳芝等 32人,因「教師法」中有關教師 組織部分規範過於簡略,以致教師組織運作發生困境,特別 提出修正條文。是否有當,提請公決。"
1075,3,公益彩券發行條例第六條條文修正草案,2006/5/12,2007/3/2,三讀,1,1,1,0,張麗善,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳志揚,林炳坤,江義雄,吳英毅,郭俊銘,陳銀河,伍錦霖,許榮淑,蔡錦隆,張花冠,黃劍輝,蔡啟芳,林重謨,黃昭輝,莊和子,葉宜津,陳憲中,林岱樺,陳秀惠,曹爾忠,李鴻鈞,楊宗哲,邱鏡淳,丁守中,羅明才,王昱婷,何智輝,侯彩鳳,張慶惠,劉盛良,林建榮,楊瓊瓔,紀國棟,楊仁福,劉銓忠,盧博基,曹來旺,蔡家福,朱鳳芝,翁重鈞,黃德福,黃昭順,洪秀柱,潘維剛,蔡正元,陳根德,周守訓,,,,,,,,,,,,,,,,,"本院委員李慶安、洪秀柱、王昱婷、曾燦燈、王世勋、李慶 華、鄭金玲等38人,為使各級公私立學校教師之待遇法制化 ,明訂教師敘薪及發給績效獎金之標準及要件,俾使現行公 立學校教師之敘薪、晉級及績效獎金等取得法源依據;同時 為維護軍訓護理課程之現職護理教師之基本權益,避免私立 高中職以上學校,因增加經費負擔對護理教師採取不續聘或 任意資遣, 擬具「教師待遇條例草案」,是否有當?敬請 公決。"
1077,3,貨物稅條例第三條條文修正草案,2006/5/12,2006/5/12,交付審查,0,0,0,0,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳成典,黃德福,郭素春,費鴻泰,曹壽民,白添枝,吳志揚,林南生,吳英毅,謝文政,吳育昇,徐少萍,黃健庭,林建榮,洪秀柱,林郁方,林滄敏,張慶忠,許舒博,雷倩,賴士葆,洪玉欽,高思博,李慶安,李永萍,林益世,江連福,李嘉進,黃志雄,陳根德,蔡豪,羅志明,林正二,孫大千,林春德,周守訓,劉銓忠,朱鳳芝,陳銀河,邱毅,黃昭順,張碩文,,,,,,,,,,,,,,,,,,,,,,"本院委員洪秀柱、黃志雄、黃昭順、黃德福、費鴻泰、朱鳳 芝、周守訓、彭添富、林正峰等47人,鑑於教育人員任用條 例,雖於民國九十二年十二月四日三讀通過第二條及增訂第 二十二條之一,正式將專任運動教練納入教育人員適用範圍 ,此項修正與國民體育法第十三條修正,不僅共同為優秀運 動教練與選手開闢一發揮專長之就業管道,對我國競技運動 之發展更具正面、深遠之影響,堪稱立下體育發展史之里程 碑。然該法公布實施迄今已逾一年九個月,有關教練法制化 卻遲未落實,實令各界深感失望。究其癥結在於運動教練非 屬教師身分,其任用之職務等級、待遇、退撫、保險及進修 …………等事宜,能否準用教師之相關規定,相關單位意見分歧 、未積極解決,且因欠缺法源依據授權主管機關定之,致使 教練法制化之推動陷於瓶頸、停滯不前。為使專任運動教練 依法任用制度臻於完善、早日落實,爱擬具「教育人員任用 條例第四十條修正案」,是否有當?敬請公決。"
