ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
267,1,農會法第十八條條文修正草案,2005/4/22,2005/5/19,委員會審查,0,0,1,0,鍾紹和,鄭金玲,楊瓊瓔,張慶忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡勝佳,林正峰,李鴻鈞,廖國棟,吳成典,黃昭順,徐耀昌,何智輝,趙良燕,楊仁福,李永萍,林建榮,翁重鈞,李復興,呂學樟,陳志彬,林益世,林正二,蘇起,陳根德,劉盛良,劉政鴻,黃義交,雷倩,羅世雄,盧秀燕,劉文雄,陳秀卿,馮定國,傅崐萁,孫大千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鍾紹和、鄭金玲、楊瓊要、張慶忠等 35人,有鑑於 現今農民申請農保喪葬、生育及殘廢給付,身為業務受理單 位之勞保局多以本條規定,指稱農民農保資格不符而拒絕給 付。然實際上勞保局非資格審核單位,農保資格審定機關應 為農會,勞保局此舉顯有不當,特擬具「農會法第十八條」 條文修正草案,是否有當,敬請公決?"
269,1,老年農民福利津貼暫行條例增訂第四條之二條文草案,2005/4/22,2005/5/13,交付審查,0,0,0,0,鍾紹和,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃昭順,孫大千,陳志彬,林德福,廖婉汝,吳成典,趙良燕,廖國棟,李嘉進,徐耀昌,林春德,蔡勝佳,廖國棟,李嘉進,徐耀昌,林春德,蔡勝佳,王昱婷,顧崇廉,陳根德,何智輝,林正二,卓伯源,吳清池,蔡正元,林益世,呂學樟,劉盛良,黃健庭,劉政鴻,張碩文,李鴻鈞,陳秀卿,馮定國,傅崐萁,高思博,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鍾紹和、鄭金玲等 33人,有鑑於老年農民福利津貼 以現金發放方式給付為主,在鄉村地區容易造成老年農民將 現金用於簽賭六合彩或飲酒作樂,失去照顧老年農民生活的 原意。為落實政府照顧老年農民的德政,防範老年農民福利 津貼淪為簽賭籌碼,浪費有限的福利資源,特擬具「老農福 利津貼暫行條例增訂第四條之二」條文增訂案,以期政府應 儘速籌備優惠配套措施方案,落實老年農民福利政策,同時 達到活絡地方消費經濟、促進國內觀光事業及減輕老年農民 部分醫療負擔的目的。是否有當,敬請公決?"
282,1,農業發展條例第十八條條文修正草案,2005/4/22,2007/12/19,二讀,0,1,1,0,蔡勝佳,鍾紹和,沈智慧,李全教,王昱婷,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,李鴻鈞,陳朝容,黃敏惠,柯淑敏,呂學樟,張碩文,徐耀昌,張慶忠,鄭金玲,邱毅,吳志揚,何智輝,孫大千,傅崐萁,林正峰,蔡豪,林春德,郭素春,紀國棟,朱鳳芝,蔡正元,林滄敏,謝國樑,林益世,李嘉進,陳根德,吳敦義,劉政鴻,吳清池,陳志彬,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員蔡勝佳、鍾紹和、沈智慧、李全教、王昱婷、楊瓊 環等37人,有鑑於目前基層農民因興建農舍,其所有面積必 須在0.25公頃以上,造成基層農民在興建農舍上因該項規定 ,嚴重影響農民之農業生產活動與居住品質。爱此,特擬具 「農業發展條例第十八條」修正草案,將興建農舍之所有面 積限制放寬至零點一公頃,及增訂農地繼承者不受農業用地 面積、土地取得時間及戶籍登記時間限制,以活絡農村發展 及保障農家福祉。是否有當?敬請公決。"
319,1,野生動物保育法第二十一條條文修正草案,2005/5/6,2007/6/14,三讀,1,1,1,0,魏明谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝明源,陳朝龍,林耘生,吳敦義,葉宜津,黃偉哲,李昆澤,廖婉汝,吳清池,曹爾忠,陳明真,鄭運鵬,侯水盛,林為洲,陳秀惠,陳憲中,林國慶,李敖,吳成典,盧博基,陳瑩,蔡煌瑯,陳銀河,李鎮楠,陳景峻,廖本煙,杜文卿,曾燦燈,林重謨,吳富貴,郭正亮,邱創進,徐國勇,莊和子,卓伯源,林滄敏,蔡同榮,郭榮宗,蔡其昌,江昭儀,潘孟安,,,,,,,,,,,,,,,,,,,,,,,"本院委員魏明谷等 42人,有鑑於台灣瀰猴侵害農作事件已嚴 重影響農民生計,因此為協助農民妥善處理台灣瀰猴危害農 作物問題,確實保障農民權益,並兼顧台灣瀰猴自然生態保 育問題,合理檢討修訂現行法規,並明確訂定因猴害造成農 損的補償標準和輔導防除辦法,實為當務之急,特擬具「野 生動物保育法第二十一條條文修正草案」,提供農民合法捕 獵與申請補助之法源,以兼顧台灣農業經濟發展和生態保育 問題,創造雙贏空間,是否有當?敬請公決。"
332,1,老年農民福利津貼暫行條例第四條條文修正草案,2005/5/6,2005/5/13,交付審查,0,0,0,0,林炳坤,邱鏡淳,盧秀燕,高金素梅,鍾紹和,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃健庭,張麗善,廖婉汝,林春德,羅明才,何智輝,林正二,李鴻鈞,紀國棟,朱鳳芝,顏清標,黃昭順,林益世,章仁香,楊仁福,伍錦霖,陳秀卿,趙良燕,劉盛良,李全教,陳根德,吳敦義,呂學樟,馮定國,徐耀昌,翁重鈞,林建榮,劉政鴻,吳清池,林滄敏,蔡豪,陳杰,黃敏惠,楊宗哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林炳坤、邱鏡淳、盧秀燕、高金素梅、鍾紹和等 39 人,針對臺灣地區老年人口比例逐年增加,所得分配卻不斷 惡化,特別是農民家戶所得隨國內經濟結構轉型快速減少, 顯示老年農民經濟安全問題益形嚴重。因此在國民年金制度 尚未訂定以前,實有必要提高政府對老年農民之經濟扶助, 作為過渡時期老人經濟安全制度之前置措施。 擬具老年農 民福利津貼暫行條例部分條文修正草案,將現行老年農民津 貼發放金額由每月四千元提高至每月一萬元;是否有當,敬 請公決。"
337,1,農會法增訂第四十九條之三條文草案,2005/5/6,2005/5/13,交付審查,0,0,0,0,劉政鴻,沈智慧,邱鏡淳,洪玉欽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,章仁香,林正峰,李嘉進,楊仁福,曹壽民,潘維剛,蘇起,黃健庭,郭素春,吳敦義,黃昭順,徐少萍,張慶忠,帥化民,廖婉汝,林滄敏,林建榮,李全教,吳成典,何智輝,陳朝容,陳秀卿,黃志雄,李復興,林益世,呂學樟,盧秀燕,吳清池,柯淑敏,徐耀昌,彭紹瑾,馮定國,傅崐萁,紀國棟,林正二,林惠官,陳志彬,李敖,陳秀惠,趙良燕,鍾紹和,鄭金玲,楊宗哲,謝國樑,,,,,,,,,,,,,,,,,,,,"本院委員劉政鴻、沈智慧、邱鏡淳、洪玉欽等 48人,鑑於目 前農會諸多無給職之選任人員,執行業務因公傷亡時,卻無 法發給醫藥補助費或撫仰金,對於這些為農民奉獻心力者情 何以堪!為使農會永續經營,鼓勵相關從業人員勇於任事, 爱擬具「農會法第四十九條之三」修正草案。是否有當?敬 請公決。"
366,1,農民健康保險條例修正草案,2005/5/13,2005/5/13,交付審查,0,0,0,1,顏清標,陳進丁,李和順,林炳坤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,鑒於我國社會福利制度已行之有年 ,且成效斐然。為擴大社會保險照顧的對象與面向,保障農 民權益, 擬具「農民健康保險條例修正草案」,是否有當 ,提請公決案。"
434,1,老年農民福利津貼暫行條例第四條條文修正草案,2005/5/20,2005/5/20,交付審查,0,0,0,0,劉政鴻,廖婉汝,沈智慧,陳杰,邱鏡淳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林春德,李嘉進,張麗善,陳志彬,陳朝容,何智輝,張碩文,劉銓忠,章仁香,李永萍,林正峰,江連福,蔡正元,蔡勝佳,徐少萍,吳成典,伍錦霖,黃昭順,王昱婷,林炳坤,張慶忠,蘇起,徐耀昌,黃健庭,陳秀卿,林建榮,彭紹瑾,林惠官,柯淑敏,黃志雄,楊瓊瓔,朱鳳芝,周守訓,林正二,趙良燕,紀國棟,鍾紹和,周錫瑋,陳根德,鄭金玲,謝國樑,蔡豪,李敖,顏清標,林益世,,,,,,,,,,,,,,,,,,,"本院委員劉政鴻、廖婉汝、沈智慧、陳杰、邱鏡淳等 50人, 擬具「老年農民福利津貼暫行條例第四條條文修正草案」, 是否有當?敬請公決。"
458,1,糧食管理法增訂第五條之一條文草案,2005/5/27,2006/5/5,三讀,1,1,1,0,鄭國忠,田秋堇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡啟芳,江昭儀,謝欣霓,林正峰,楊仁福,陳銀河,陳秀惠,王淑慧,唐碧娥,莊碩漢,陳景峻,郭玟成,王幸男,林濁水,洪奇昌,邱創進,顏文章,林為洲,黃淑英,林樹山,王世勛,沈發惠,李昆澤,盧天麟,魏明谷,賴清德,彭紹瑾,林淑芬,蕭美琴,郭俊銘,蔡其昌,王拓,高建智,吳敦義,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鄭國忠、田秋董等 36人,為因應台灣加入世界貿易 組織之後,農產品開放進口,進口稻米在入會一年之後,原 先只限定可進口國內基期消费量百分之八的「限量進口」措 施,更改為以高關稅但沒有限制數量的「關稅配額」措施, 此政策變更已影響去年台灣稻穀市場的供需秩序,造成稻穀 市場的價格激烈波動,嚴重影響農民生計與台灣糧食供應的 穩定。而目前台灣在中國的武力威脅之下,為保障台灣糧食 安全,穩定提供台灣民眾糧食供應,並且因應未來台灣因兩 岸敵對情勢尚未穩定的戰時之需,特別增修訂「糧食管理法 」第五條之一。是否有當?敬請公決。"
527,2,農業發展條例刪除第三十一條及第三十九條條文修正草案,2005/9/16,2006/12/22,三讀,1,1,1,0,林耘生,潘孟安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李敖,廖本煙,張碩文,林進興,吳富貴,盧天麟,政朝明,楊宗哲,林正二,朱紹和,莊和子,謝欣霓,魏明谷,蔡正元,陳秀惠,吳清池,林正峰,顏文章,蔡同榮,彭添富,謝明源,郭文稱,徐志明,吳敦義,楊瓊瓔,林滄敏,陳朝龍,李復興,陳銀河,王幸男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林耘生、潘孟安等 32人,為「農業發展條例」第三 十一條及第三十九條有關限制耕地所有權移轉登記之相關規 定,不盡合理且不公平,特擬具「農業發展條例」第三十一 條及第三十九條修正草案,以保障農民權益,是否有當,請 公決。"
611,2,農業發展條例增訂第二十九條之一條文草案,2005/10/7,2007/12/21,二讀,0,1,1,0,張麗善,林炳坤,林建榮,廖婉汝,白添枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,張碩文,徐少萍,楊麗環,鄭金玲,林春德,林惠官,陳秀卿,蔡錦隆,周守訓,郭榮宗,侯水盛,黃德福,黃敏惠,吳成典,黃志雄,郭素春,謝文政,鍾紹和,李嘉進,趙良燕,徐耀昌,吳敦義,楊仁福,劉政鴻,吳志揚,江連福,林正二,章仁香,翁重鈞,張慶忠,吳松柏,陳根德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員張麗善、林炳坤、林建榮、廖婉汝、白添枝等37人 ,鑒於科技日新月異,農業耕作方面,農業機械的使用已取 代傳統的人力耕作,革新農業發展,但卻增加了農民的生產 成本,尤其近來肥料、農藥、農機用油等價格均大幅飆漲, 對生產作物的收購價格卻未見提高,使農民生計難以為繼。 反觀台灣漁業,除免徵貨物稅及營業稅之外,政府亦補貼 14%到 16%的漁業用油補貼優惠,但農業各項機械用油,卻僅 有5%的免營業稅減免,為落實「農業機械用油比照漁業用油 ,以降低農資成本,加惠農民」,本席爱擬具「農業發展條 例」第二十九條之一。是否有當,敬請公決。"
617,2,水利法第六十三條之三及第九十三條之三條文修正草案,2005/10/7,2005/10/7,交付審查,0,0,0,0,彭添富,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃義交,鄭運鵬,管碧玲,藍美津,王世勛,林淑芬,陳憲中,陳秀惠,陳根德,鄭金玲,林正峰,徐少萍,魏明谷,吳志揚,王昱婷,蔡家福,李復興,潘維剛,郭玟成,徐耀昌,朱鳳芝,謝明源,蔡豪,章仁香,徐志明,林正二,王淑慧,鄭朝明,陳金德,吳敦義,郭榮宗,孫大千,顏文章,湯火聖,侯水盛,李鎮楠,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員彭添富等 37人,為「水利法」第六十三條之三、第 九十三條之三有關灌溉事業公告設施範圍內禁止行為有不盡 合理之處,特擬具「水利法」第六十三條之三及第九十三條 之三修正草案,以維農民及養殖漁民權益,是否有當?敬請 公決。"
690,2,所得稅法第十七條條文修正草案,2005/10/21,2006/12/18,委員會審查,0,0,1,0,陳根德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,費鴻泰,蔡家福,羅世雄,邱鏡淳,顏清標,翁重鈞,伍錦霖,蔡正元,鄭朝明,吳敦義,黃志雄,吳成典,黃健庭,吳志揚,曹壽民,林正二,周守訓,林春德,廖本煙,紀國棟,鍾紹和,楊仁福,孫大千,李嘉進,蔡豪,李鎮楠,郭榮宗,林建榮,陳杰,黃昭順,郭素春,陳銀河,朱鳳芝,黃德福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳根德等35人,鑒於所得稅法第十七條第1項第2 款第2目第3小目「醫藥及生育費」之「列舉扣除額」,以 「公立醫院、公務人員保險特約醫院、勞工保險特約醫療院 、所」出具之單據為限(尚不包括農民健康保險特約醫院) ,未能隨全民健康保險制度施行予以配合修正。且條文以「 醫療院、所」為限將排除有關救護運送工具之費用並不合理 。此外,對於到國外出差或旅遊發生緊急就醫情況,卻要求 必須限於「公立醫院」就醫才能准予扣除,顯然有違人道原 則及期待可能性,參考緊急醫療救護法及全民健康保險法之 規定,增訂於國內、外緊急醫療救護時可不必限制須在「公 立醫院」或「全民健保特約醫院」之除外規定,爱擬具「所 得稅法第十七條修正草案」,是否有當,敬請公決。"
708,2,強制執行法第五十三條條文修正草案,2005/10/28,2005/10/28,交付審查,0,0,0,0,鄭國忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王榮璋,彭添富,黃適卓,陳銀河,郭玟成,李永萍,顏文章,張慶惠,吳敦義,林岱樺,鍾紹和,廖本煙,楊仁福,陳瑩,盧天麟,魏明谷,王世勛,林正二,林濁水,陳根德,李昆澤,洪奇昌,楊瓊瓔,田秋堇,邱創進,羅志明,蕭美琴,湯火聖,黃淑英,孫大千,王拓,鄭金玲,郭俊銘,徐少萍,林樹山,彭紹瑾,鄭朝明,蔡其昌,蔡家福,沈發惠,鄭運鵬,潘孟安,林淑芬,邱鏡淳,賴清德,羅世雄,林為洲,黃義交,李復興,高建智,謝明源,,,,,,,,,,,,,"本院委員鄭國忠等 52人,針對我國政府為落實照顧老人生活 ,增進弱勢福祉,設立有關中低收入老人生活津貼、中低收 入老人特別照顧津貼、身心障礙者生活補助費、老年農民福 利津貼、榮民就養金、敬老福利生活津貼等等社會福利及救 助措施,乃基於社會資源分配上強者對弱者的救援之福利思 想,有安定老人生活照護之特定社會安全目的。惟現行強制 執行法中有關「禁止查封之動產」部分,未將上述社會福利 及救助措施納入,有違福利照護原則, 擬具「強制執行法 第五十三條條文修正」草案,是否有當,敬請公決。"
