ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
187,1,公營事業移轉民營條例第五條及第八條條文修正草案,2005/4/1,2005/5/6,交付審查,0,0,0,0,黃昭順,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江連福,廖婉汝,張昌財,李全教,楊瓊瓔,侯彩鳳,黃敏惠,黃健庭,林益世,劉政鴻,林正峰,吳松柏,謝文政,吳志揚,吳英毅,曹爾忠,孔文吉,劉盛良,朱鳳芝,李復興,蔡正元,徐少萍,章仁香,王昱婷,楊麗環,黃德福,紀國棟,劉銓忠,白添枝,葉芳雄,張慶忠,吳敦義,吳光訓,羅世雄,陳秀卿,許舒博,林建榮,蘇起,曹壽民,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃昭順等40人,為推動公營事業永續經營,避免民 營化後勞動條件減損及各項福利不明確,建議公營事業移轉 民營後之勞動條件應於民營前六個月公告,以保障勞工工作 權,勞資和諧共創雙贏,爱擬具修訂「公營事業移轉民營條 例第五條、第八條條文修正草案」,俾利員工依據「公營事 業移轉民營條例」第五條、第八條條文選擇去留。移轉民營 後之勞動條件透明,有助於保障勞工權益,創造雙贏。是否 有當,敬請公決。"
188,1,勞資爭議處理法部分條文修正草案,2005/4/1,2007/12/21,二讀,0,1,1,0,黃昭順,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李復興,廖婉汝,黃敏惠,蔡正元,許舒博,林建榮,徐少萍,章仁香,王昱婷,楊麗環,黃德福,紀國棟,白添枝,吳志揚,陳秀卿,廖國棟,吳英毅,曹爾忠,孔文吉,張慶忠,羅世雄,江連福,劉盛良,朱鳳芝,葉芳雄,伍錦霖,吳光訓,吳敦義,鍾紹和,黃健庭,侯彩鳳,林益世,張昌財,劉政鴻,蘇起,曹壽民,李全教,林正峰,吳松柏,楊瓊瓔,謝文政,蔡豪,何智輝,楊仁福,趙良燕,徐耀昌,,,,,,,,,,,,,,,,,,"本院委員黃昭順等 47人,鑑於勞資爭議事件益增,社會成本 增加且勞工權益受損,現行勞資爭議處理制度不符實務需求 ,爱提出「勞資爭議處理法部分條文修正草案」。是否有當 ,敬請公決。"
197,1,勞工保險條例部分條文修正草案,2005/4/8,2007/12/21,二讀,0,1,1,0,楊麗環,李和順,王昱婷,邱鏡淳,林正峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,趙良燕,陳杰,鄭金玲,吳英毅,楊瓊瓔,黃敏惠,徐少萍,何智輝,黃義交,黃志雄,盧秀燕,朱俊曉,林郁方,吳敦義,吳成典,林滄敏,吳志揚,李復興,郭素春,陳志彬,柯淑敏,卓伯源,黃昭順,徐耀昌,王拓,林正二,蔡正元,林建榮,周守訓,劉政鴻,楊仁福,蔡錦隆,潘維剛,鍾紹和,吳清池,廖婉汝,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員楊麗環、李和順、王昱婷、邱鏡淳、林正峰等41人 ,有鑑於現行「勞工保險條例」之相關規定,未能使勞工得 到合理之保障, 對「勞工保險條例」提出修正,是否有當 ?請公決。"
198,1,勞工保險條例第十七條條文修正草案,2005/4/8,2007/12/21,二讀,0,0,1,0,張顯耀,林惠官,趙良燕,王昱婷,蔡錦隆,林炳坤,鄭金玲,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,徐耀昌,鍾紹和,林郁方,蔡勝佳,孫大千,吳清池,陳志彬,顧崇廉,盧秀燕,伍錦霖,翁重鈞,周守訓,張慶忠,蘇起,羅世雄,帥化民,李全教,蔡正元,林建榮,洪秀柱,楊仁福,朱鳳芝,何智輝,郭素春,丁守中,劉政鴻,莊碩漢,蔡豪,張麗善,楊宗哲,柯淑敏,林岱樺,謝國樑,林正二,李嘉進,廖婉汝,曹壽民,黃義交,顏清標,章仁香,,,,,,,,,,,,,,,,,,,,,,,,"本院委員張顯耀、林惠官、趙良燕、王昱婷、蔡錦隆、林炳 坤、鄭金玲、楊瓊環等48人,為保障勞工權益,使勞工保險 制度真正嘉惠勞工,爱擬具「勞工保險條例第十七條修正草 案」,將勞保費滯納金上限調降與健保費滯納金相同,是否 有當?敬請公決。"
201,1,就業服務法第五十六條條文修正草案,2005/4/8,2007/5/4,三讀,1,1,1,0,郭林勇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳銀河,賴幸媛,廖本煙,黃宗源,郭榮宗,江昭儀,盧天麟,郭俊銘,李明憲,曾燦燈,黃適卓,尹伶瑛,林淑芬,吳秉叡,林進興,侯水盛,顏文章,何敏豪,羅志明,黃政哲,黃劍輝,林鴻池,馮定國,王塗發,曹來旺,李鎮楠,許舒博,陳朝容,吳富貴,陳憲中,謝欣霓,郭正亮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員郭林勇等 33人,針對就業服務法第五十四條第一項 第三款規定聘僱之外國人行蹤不明時,雇主不得再聘請新的 外國勞工,此不合理的規定,嚴重影響雇主之權益,且損害 國家整體經濟發展。 提出就業服務法第五十六條增修草案 ,進而解決第五十四條第一項第三款規定之缺失,以符合社 會大眾之利益。是否有當,敬請公決。"
209,1,敬老福利生活津貼暫行條例第十條條文修正草案,2005/4/8,2007/12/21,二讀,0,1,1,0,邱毅,趙良燕,林建榮,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,廖婉汝,傅崐萁,徐少萍,蘇起,費鴻泰,蔡勝佳,羅世雄,張顯耀,郭榮宗,林滄敏,黃志雄,劉盛良,吳敦義,劉政鴻,李嘉進,蔡正元,黃昭順,郭素春,黃義交,林益世,帥化民,楊仁福,何智輝,郭正亮,鄭金玲,鍾紹和,李永萍,林樹山,林正二,徐耀昌,吳清池,林郁方,陳志彬,羅明才,李慶安,吳光訓,黃敏惠,劉銓忠,劉憶如,黃德福,翁重鈞,呂學樟,顧崇廉,,,,,,,,,,,,,,,,,,,,,"本院委員邱毅、趙良燕、林建榮、蔡錦隆等 47 人,鑑於勞委 會勞工保險局近日頻頻發生發錯敬老津貼的烏龍事件,且事 後竟不思檢討,屢向溢領者追討,已對民眾造成生活、心理 的實質傷害,亦嚴重破壞政府之威信及公信力,綜觀整體事 件始末,發錯敬老福利津貼造成民眾溢領事件,實非民眾之 責,亦不應將相關責任與後果由民眾承擔,若政府嗣後強迫 追回,顯然違反信賴保護原則,亦與本法之立法目的有違, 爱特提案修正「敬老生活福利津貼暫行條例第十條修正草案 」,是否有當?敬請公決。"
245,1,中央通訊社設置條例第五條及第六條條文修正草案,2005/4/15,2005/4/15,交付審查,0,0,0,0,劉文雄,高思博,李鴻鈞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,趙良燕,梅長錡,費鴻泰,林惠官,林正二,孫大千,李顯榮,鄭金玲,周錫瑋,邱毅,蔡勝佳,林春德,馮定國,李永萍,羅明才,黃義交,謝國樑,王拓,曹爾忠,柯淑敏,林德福,章仁香,鍾紹和,周守訓,吳志揚,黃志雄,徐耀昌,呂學樟,林郁方,陳志彬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員劉文雄、高思博、李鴻鈞等 33人,為保障財團法人 國家傳播機構勞工之工作權,避免董事會濫權損害勞工權益 ,爱擬具「中央通訊社設置條例第五條與第六條條文」修正 草案。是否有當?敬請公決。"
246,1,中央廣播電台設置條例第七條及第八條條文修正草案,2005/4/15,2005/4/15,交付審查,0,0,0,0,劉文雄,高思博,李鴻鈞,費鴻泰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,趙良燕,周錫瑋,林惠官,林正二,李永萍,邱毅,蔡勝佳,鄭金玲,王拓,羅明才,林春德,黃義交,馮定國,章仁香,謝國樑,李顯榮,曹爾忠,柯淑敏,梅長錡,林德福,孫大千,鍾紹和,彭紹瑾,蘇起,周守訓,吳志揚,黃志雄,徐耀昌,呂學樟,林郁方,陳志彬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員劉文雄、高思博、李鴻鈞、費鴻泰等 35人,為保障 財團法人國家傳播機構勞工之工作權,爱擬具「中央廣播電 台設置條例第七條與第八條條文」修正草案。是否有當?敬 請公決。"
283,1,勞動派遣法草案,2005/4/29,2005/4/29,交付審查,0,0,0,0,陳根德,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郭素春,杜文卿,李鎮楠,張碩文,郭榮宗,徐耀昌,廖婉汝,鄭金玲,陳秀惠,何智輝,陳明真,蔡豪,廖本煙,林春德,蘇起,劉憶如,林建榮,朱鳳芝,王昱婷,紀國棟,蔡正元,吳成典,趙楊燕,鍾紹和,林益世,黃健庭,李嘉進,李全教,王幸男,吳敦義,黃昭順,羅世雄,伍錦霖,翁重鈞,郭玟成,陳秀卿,洪秀柱,柯淑敏,徐少萍,楊宗哲,孫大千,劉政鴻,顧崇廉,顏文章,章仁香,林德福,徐志明,吳志揚,彭紹瑾,馮定國,林炳坤,林滄敏,李鴻鈞,劉盛良,魏明谷,陳朝龍,林正二,盧秀燕,黃志雄,陳志彬,楊仁福,李敖,吳清池,"本院委員陳根德、蔡錦隆等 65人,鑒於近年來國內產業結構 改變、企業精簡人事成本,藉由承攬、運用部分工時勞工等 多樣化的勞動派遣型態應運而生,但由於派遺勞工與要派公 司間並無僱傭關係存在,派遣勞工的基本權利義務關係及發 生職業災害時,均無法適用勞工法相關規定,其次派遣勞工 時有遭受勞動派遣公司重利剝削情形發生,亦無法藉民法所 訂要件解決派遣勞工與派遣公司間的權利義務關係,在重視 及保障勞工權益的基本理念考量下,為顧及派遣勞工生存權 及勞動條件之保護,爱參考日本、德國及美國勞動派遣相關 法制,擬具「勞動派遣法」草案。是否有當,敬請公決。"
306,1,自由貿易港區設置管理條例第十二條條文修正草案,2005/4/29,2007/7/13,二讀,0,1,1,0,吳志揚,劉盛良,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郭素春,柯淑敏,張慶忠,張碩文,黃志雄,鄭金玲,李嘉進,陳根德,林為洲,邱鏡淳,羅明才,蔡錦隆,葉芳雄,李紀珠,高思博,蔡正元,黃偉哲,莊和子,鄭運鵬,李永萍,曹壽民,郭正亮,謝國樑,林滄敏,劉政鴻,楊宗哲,吳清池,鍾紹和,黃昭順,羅世雄,徐耀昌,林正峰,洪秀柱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員吳志揚、劉盛良等 35人,鑒於自由貿易港區設置管 理條例第12條第2項規定自由港區事業,僱用勞工總人數中 ,應僱用百分之五具有原住民身分之勞工。其立法目的係在 保障、照顧原住民勞工的就業機會,但是全國具有原住民身 分的勞工僅占總勞工人數的1.7%左右,且具有原住民身分者 是否有意願在自由貿易港區內任職,亦不無疑問,因此是否 有足夠之具有原住民身分勞工供給自由港區事業,均屬存疑 。且該規定比現行其他相關法案嚴苛數倍,廠商根本無法遵 守,因此不願進駐自由貿易港區,故現行「自由貿易港區設 置管理條例」第十二條條文有必要予以檢討修正,爱擬具「 自由貿易港區設置管理條例第十二條」條文修正草案,是否 有當?敬請公決。"
307,1,自由貿易港區設置管理條例第十二條條文修正草案,2005/4/29,2005/4/29,退回程序委員會,0,0,0,0,李俊毅,唐碧娥,羅志明,王塗發,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,徐國勇,黃昭輝,王淑慧,林進興,鄭國忠,郭榮宗,王幸男,郭俊銘,鄭運鵬,謝欣霓,侯水盛,顏文章,王世勛,李鎮楠,林樹山,洪奇昌,王拓,郭玟成,謝明源,蔡其昌,賴幸媛,林岱樺,鄭朝明,魏明谷,邱創進,陳朝龍,潘孟安,陳憲中,吳秉叡,郭正亮,藍美津,邱永仁,彭紹瑾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李俊毅、唐碧娥、羅志明、王塗發等 39人,為早日 達成全球運籌中心目標,並兼顧對原住民勞工就業之照顧, 現行「自由貿易港區設置管理條例」第十二條條文有必要予 以檢討修正,爱擬具「自由貿易港區設置管理條例第十二條 條文修正草案」,是否有當?請公決。"
320,1,勞工保險條例部分條文修正草案,2005/5/6,2007/12/21,二讀,0,1,1,0,王榮璋,盧天麟,黃淑英,陳重信,鄭運鵬,徐中雄,侯彩鳳,王昱婷,盧秀燕,林惠官,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,李明憲,陳秀惠,吳秉叡,潘孟安,陳明真,莊和子,沈發惠,林育生,林進興,廖國棟,高建智,邱永仁,王世堅,藍美津,尹伶瑛,朱俊曉,田秋堇,黃義交,吳敦義,羅明才,蔡豪,邱創進,陳志彬,張慶惠,楊仁福,邱鏡淳,吳志揚,王淑慧,陳朝龍,李敖,顏文章,林岱樺,郭玟成,林正峰,李鎮楠,魏明谷,杜文卿,林郁方,陳景峻,鄭國忠,謝明源,何敏豪,郭素春,蔡英文,王塗發,郭榮宗,郭正亮,林正二,,,,,,,,,,,,,,,"本院委員王榮璋、盧天麟、黃淑英、陳重信、鄭運鵬、徐中 雄、侯彩鳳、王昱婷、盧秀燕、林惠官等59人,有鑑於目前 勞工保險殘廢給付採一次性發給,對喪失工作能力之勞工保 障不足,而身心障礙者由於平均餘命較一般勞工為短,往往 無法累積足夠保險年資領取勞保老年給付,擬提案修正「勞 工保險條例」,明訂殘廢給付改為失能年金,並加入身心障 礙勞工經過職能評估可提前退休之規定,是否有當?敬請公 決。"
